rg,rn,ta,vpd,swc,ts,rh,pm2_5,pm2_5_raw,pm2_5_pred
239.504,180.456,29.526,1259.8,0.283815,23.127,69.3793,69.02956,69.02956,29.233371930153986
136.929,92.7421,29.246,1134.02,0.283675,23.2,71.4869,55.2407375,55.2407375,34.59450310925452
78.6987,47.2692,29.109,1093.55,0.283652,23.2,72.0752,38.497,38.497,33.19058678136156
49.8443,18.7798,28.79,981.012,0.283589,23.2,74.2981,60.703916666666665,60.703916666666665,38.45574070099022
22.901,-5.71747,28.538,927.497,0.283714,23.2,75.2464,63.57229487179488,63.57229487179488,38.551186034127
5.19449,-27.7987,28.352,931.241,0.283669,23.2,74.6936,64.6548731707317,64.6548731707317,37.205886113787344
1.49529,-26.7636,27.883,788.694,0.283518,23.293,77.8223,63.63225263157895,63.63225263157895,43.849032535507256
1.47318,-23.6489,27.876,792.626,0.283741,23.3,77.7191,61.80462372881356,61.80462372881356,43.65099061129074
1.47974,-16.7676,27.588,786.569,0.283478,23.3,77.8217,61.734521666666666,61.734521666666666,44.349097384945665
1.48669,-5.10153,28.329,948.019,0.283497,23.3,74.504,64.13925125,64.13925125,39.0554074468542
1.50123,-8.53303,28.404,943.226,0.283375,23.3,74.6761,62.4564544117647,62.4564544117647,39.34523290656312
1.48184,-9.08469,28.365,889.918,0.282875,23.3,75.9902,64.63089090909091,64.63089090909091,41.16491121715649
1.50231,-9.32612,28.043,758.994,0.28323,23.3,79.2177,63.47396271186441,63.47396271186441,46.691084295066524
1.48777,-9.6401,28.087,729.03,0.282722,23.3,80.0804,62.70907,62.70907,47.171525888955564
1.48899,-11.0231,27.9,685.43,0.282684,23.3,81.1039,54.589,54.589,46.44875325532309
1.4967,-10.7484,27.712,642.161,0.282933,23.3,82.0848,59.53838823529412,59.53838823529412,46.463524711303805
1.48696,-13.0603,27.577,605.405,0.28282,23.3,82.9817,56.48723227848101,56.48723227848101,45.42804030551483
1.48768,-30.3115,27.419,570.327,0.283158,23.393,83.732,56.49405,56.49405,44.23584971402735
1.49029,-14.4678,27.316,576.635,0.282623,23.4,83.5341,54.6058,54.6058,44.46991120139179
1.48065,-13.9082,27.573,615.756,0.282413,23.4,82.6636,56.685,56.685,45.16502259462947
1.49098,-28.8877,27.392,555.91,0.282633,23.4,84.0925,58.7642,58.7642,42.170397376565894
1.47045,-21.6408,26.732,410.044,0.282406,23.4,87.7813,55.96662142857143,55.96662142857143,41.14353995301453
1.46662,-34.3652,25.989,276.342,0.282461,23.4,91.3654,55.0183,55.0183,39.194643094300716
1.47224,-23.0728,25.61,246.384,0.282208,23.4,92.1729,55.37348051948052,55.37348051948052,38.386477953523574
1.468,-10.7106,25.769,288.061,0.281988,23.4,91.0523,55.70658666666667,55.70658666666667,42.8484406818479
2.12288,-11.5615,25.89,286.564,0.282618,23.4,91.1475,56.56036133333333,56.56036133333333,36.83658827693124
6.50286,0.514611,25.773,278.23,0.281912,23.4,91.4335,56.593972368421056,56.593972368421056,43.121778874441304
24.7019,12.6716,25.722,319.326,0.282018,23.4,90.3543,57.69409836956522,57.69409836956522,48.946504741570145
54.3664,33.4761,25.762,256.5,0.281843,23.4,92.1128,84.41,84.41,46.9596866036184
68.8524,55.4162,25.939,317.422,0.281602,23.4,90.4901,91.7822,91.7822,46.81692060731062
112.813,97.2469,26.152,344.598,0.281812,23.4,89.8371,99.1544,99.1544,51.96864481135653
143.896,119.095,26.249,391.115,0.282382,23.4,88.653,54.05966071428571,54.05966071428571,56.42114322395572
260.705,223.307,26.635,427.584,0.281977,23.4,87.7594,43.55144,43.55144,50.4178871829552
293.942,265.454,27.195,508.083,0.281679,23.4,85.7655,46.698350000000005,46.698350000000005,49.08613022088678
290.901,259.187,27.127,540.992,0.281912,23.307,84.9261,49.731300000000005,49.731300000000005,47.80428441255345
300.929,268.667,27.353,586.241,0.281884,23.3,83.807,49.731300000000005,49.731300000000005,38.609885707692314
281.881,249.172,27.488,586.437,0.281899,23.3,83.9175,49.731300000000005,49.731300000000005,39.58316505352565
331.717,297.222,27.963,688.958,0.281848,23.3,81.6739,47.84923333333334,47.84923333333334,39.69342640013737
396.219,354.168,28.607,881.296,0.281559,23.3,77.676,51.52302083333333,51.52302083333333,32.491913597817444
563.842,504.224,29.172,1047.35,0.281316,23.3,74.5373,48.812625,48.812625,31.678521870833336
635.512,581.686,29.838,1319.76,0.281594,23.393,69.404,25.0087,25.0087,22.838588858928585
510.464,443.743,30.047,1297.34,0.281462,23.4,69.8868,26.841591666666663,26.841591666666663,24.200332007738094
557.883,487.414,30.732,1454.45,0.280824,23.4,67.4339,45.5547,45.5547,24.761416707142853
563.599,495.434,30.827,1453.72,0.281321,23.4,67.646,38.43315,38.43315,25.187575361309523
472.946,415.1,31.003,1508.45,0.280831,23.4,66.817,25.99819,25.99819,24.38830830833332
272.947,220.347,30.763,1343.08,0.280745,23.4,69.4924,26.7806625,26.7806625,26.548179335119038
146.4,119.199,30.547,1250.5,0.280528,23.4,71.1677,58.90637,58.90637,26.14891945615079
93.4696,69.8715,30.271,1082.09,0.280858,23.4,74.4125,53.1269125,53.1269125,29.380633256547593
69.5335,45.0647,29.744,937.393,0.280686,23.4,76.9615,59.94064090909091,59.94064090909091,25.757235630555538
129.199,93.1916,29.854,980.084,0.28053,23.4,75.998,62.179735,62.179735,27.2696060743867
59.4928,33.2705,29.808,945.732,0.28048,23.46,76.5574,82.5645,82.5645,25.569049311507914
26.7084,0.702082,29.518,877.762,0.280505,23.5,77.7769,81.93725,81.93725,25.13354807300218
13.8238,-10.1378,29.398,885.558,0.280511,23.5,77.4663,81.31,81.31,25.244555127168848
10.0655,-9.90664,29.316,887.162,0.280789,23.5,77.3165,64.62978387096774,64.62978387096774,25.244555127168848
1.60656,-19.8572,29.366,910.832,0.280333,23.5,76.7847,63.16700161290323,63.16700161290323,25.844970690161375
1.61311,-14.4828,29.196,887.024,0.280656,23.5,77.2453,61.65302777777778,61.65302777777778,27.458409209465984
1.61586,-11.669,29.496,957.027,0.280933,23.5,75.791,75.0726,75.0726,28.64395802349783
1.61778,-12.5876,29.257,914.058,0.28045,23.56,76.6246,66.3131962962963,66.3131962962963,27.097357343557196
1.60984,-17.9515,29.129,803.081,0.279967,23.6,79.0913,66.82973529411765,66.82973529411765,28.41209216018696
1.60825,-12.776,29.101,853.237,0.280314,23.6,77.9045,66.59451818181819,66.59451818181819,27.89673049832481
1.61092,-20.7847,28.832,798.528,0.280045,23.6,79.1205,66.81834242424243,66.81834242424243,27.873127598370026
1.60832,-20.9371,28.769,781.943,0.28,23.6,79.4197,66.701834375,66.701834375,28.38934009837002
1.59746,-20.2207,28.639,762.202,0.280323,23.6,79.8881,66.78972424242424,66.78972424242424,29.760051410824232
1.60523,-20.0623,28.448,701.601,0.280158,23.6,81.2057,67.01356060606061,67.01356060606061,30.1402175473098
1.61334,-20.4412,28.351,679.849,0.280149,23.6,81.6692,66.8003,66.8003,30.280459642680167
1.60837,-27.0931,28.036,608.376,0.279833,23.6,83.2324,65.57832209302326,65.57832209302326,30.27721134513584
1.61475,-19.0812,28.073,649.846,0.28005,23.6,82.2371,64.9879695652174,64.9879695652174,31.31412885854472
1.59926,-22.4718,28.039,630.456,0.279727,23.6,82.694,64.50094693877551,64.50094693877551,31.498369883265976
1.59358,-30.5979,27.853,586.687,0.279565,23.6,83.6283,70.7538,70.7538,29.43146586245892
1.58867,-19.7611,27.806,590.749,0.279678,23.6,83.5254,72.21345,72.21345,30.87065026761029
1.60225,-9.32958,27.723,590.027,0.279906,23.6,83.5324,73.6731,73.6731,33.66176911572993
1.5892,-8.82668,27.676,599.694,0.279523,23.6,83.2072,74.22665,74.22665,34.101853291686076
1.60415,-7.59081,27.618,611.516,0.279703,23.6,82.8663,74.7802,74.7802,34.79914146815666
1.64664,-8.08069,27.447,577.903,0.279665,23.6,83.6046,75.95205,75.95205,33.53131858782598
4.63532,-3.17792,27.29,539.031,0.279737,23.6,84.5779,77.1239,77.1239,29.82453137332855
15.212,6.39639,26.955,457.288,0.279268,23.6,86.6788,79.48505,79.48505,38.3780878321079
22.6148,13.3828,26.65,391.509,0.279612,23.6,88.3826,81.8462,81.8462,43.87546956064616
33.6341,23.9455,26.448,388.657,0.27908,23.6,88.4041,86.84445,86.84445,45.104766973403414
108.793,88.2671,26.684,432.357,0.279414,23.6,87.3449,91.8427,91.8427,45.207700265296445
133.193,120.948,26.678,455.248,0.278918,23.6,86.8081,91.72525,91.72525,49.91618019168533
183.57,158.57,26.752,512.201,0.278811,23.6,85.3725,91.6078,91.6078,46.877860510694454
254.835,225.726,27.122,561.439,0.279243,23.6,84.2233,91.35915,91.35915,38.147381917857146
201.124,180.916,26.981,512.592,0.27881,23.6,85.4077,91.1105,91.1105,46.986433263194456
304.844,275.918,27.109,604.015,0.279453,23.6,83.1623,87.76885,87.76885,38.81969050119048
495.744,459.33,28.086,837.456,0.279201,23.6,78.2675,84.4272,84.4272,31.123861592261907
419.837,384.434,28.058,816.149,0.278759,23.6,78.5993,77.35335,77.35335,30.720771047023813
378.491,337.016,28.094,879.866,0.278638,23.6,77.1306,70.2795,70.2795,33.676536147817444
295.44,272.576,27.684,801.062,0.278819,23.6,78.3494,71.27465000000001,71.27465000000001,32.15803097321428
245.954,224.159,27.647,844.376,0.278314,23.6,77.1095,72.2698,72.2698,29.97794443750001
124.479,102.534,27.491,803.905,0.278385,23.6,77.5812,74.37635,74.37635,31.666864282341276
290.822,254.899,28.227,1039.68,0.278779,23.6,72.8821,76.4829,76.4829,25.391133863385225
230.922,203.649,28.493,1055.26,0.278263,23.6,72.5058,75.50555,75.50555,24.94767348203602
201.902,176.249,28.469,1011.94,0.277969,23.6,73.5337,74.5282,74.5282,29.225840646230164
256.84,219.391,28.757,1072.07,0.278322,23.6,72.8518,72.4593,72.4593,25.85219425028999
171.439,148.908,28.743,997.645,0.278231,23.6,74.3074,70.3904,70.3904,31.169082887103173
131.078,109.608,28.359,910.736,0.278178,23.6,76.3413,70.20765,70.20765,27.478592168813115
81.3389,63.6751,28.339,884.034,0.277781,23.6,76.6318,70.0249,70.0249,25.82779931504328
49.3763,35.4879,27.991,814.701,0.277682,23.6,77.7519,69.63804999999999,69.63804999999999,26.867346071428575
30.626,18.1642,27.838,799.145,0.278043,23.627,78.0401,69.2512,69.2512,25.56420707619048
26.6427,13.9157,27.938,820.793,0.277625,23.7,77.5952,72.13640000000001,72.13640000000001,26.791094104166675
11.0196,-3.51981,27.59,682.375,0.278072,23.7,80.9628,75.0216,75.0216,30.616838838478387
4.32652,-8.69007,26.771,506.867,0.277723,23.7,85.2621,81.12925000000001,81.12925000000001,36.65145948190272
1.6084,-10.8503,26.741,464.377,0.27787,23.7,86.3472,87.2369,87.2369,44.2263610170819
1.61748,-7.31625,26.517,469.317,0.277849,23.7,86.1669,86.39410000000001,86.39410000000001,43.7685799099325
1.61113,-28.1006,27.03,585.006,0.277461,23.7,83.0691,85.5513,85.5513,31.512891050811007
1.63295,-26.4529,27.585,670.1,0.277698,23.7,80.9379,83.76724999999999,83.76724999999999,30.49050673804332
1.62012,-5.37547,26.774,506.044,0.277774,23.7,85.1262,81.9832,81.9832,42.655062421682935
1.61825,-17.4423,26.387,410.769,0.278194,23.7,87.6336,79.95545,79.95545,42.71104574980095
1.62169,-13.0148,26.154,409.319,0.277658,23.7,87.5696,77.9277,77.9277,45.35175829611965
1.6165,-28.4544,25.968,362.382,0.277198,23.7,88.7659,73.63515000000001,73.63515000000001,40.87350155149164
1.60938,-11.9788,25.776,355.547,0.27734,23.7,88.9116,69.3426,69.3426,44.6528172901106
1.62182,-3.61079,25.991,392.049,0.277197,23.7,88.0248,69.1881,69.1881,45.201115067196916
1.60864,-4.06412,26.095,386.361,0.277222,23.7,88.2248,69.0336,69.0336,45.8787088618267
1.61807,-4.87934,25.991,372.851,0.277564,23.7,88.6279,68.70655,68.70655,44.763250816109476
1.61789,-3.94971,25.865,360.124,0.277363,23.7,88.9907,68.3795,68.3795,45.28057527025327
1.61491,-3.97086,25.916,357.115,0.277425,23.7,89.0533,66.64185,66.64185,45.195772376022504
1.60925,-4.20752,25.836,335.577,0.277256,23.7,89.6553,64.9042,64.9042,45.58521554577626
1.61425,-4.58523,25.758,345.739,0.276784,23.7,89.319,61.22585,61.22585,44.54037641219832
1.63631,-4.4694,25.772,328.209,0.277518,23.7,89.8237,57.5475,57.5475,45.6441910860886
1.61081,-4.95664,25.62,282.072,0.276966,23.7,91.1739,57.5985,57.5985,44.60944299753143
1.59837,-5.06618,25.425,301.08,0.277066,23.603,90.5995,57.6495,57.6495,40.151213293637994
2.14469,-4.97126,25.335,425.41,0.277128,23.6,86.6942,57.7574,57.7574,31.316967671641024
8.07077,1.25827,25.923,561.117,0.276859,23.6,82.6308,57.8653,57.8653,26.4171797523068
19.7921,12.0304,25.662,401.547,0.277125,23.6,87.432,55.9675,55.9675,39.23690043653901
24.8457,14.2805,25.487,239.331,0.276812,23.6,92.4299,54.0697,54.0697,45.89884357039111
45.1261,30.8493,25.06,0.0,0.277161,23.6,100.0,50.0523,50.0523,48.25451375204685
31.6226,20.0116,24.918,0.0,0.277315,23.6,100.0,46.0349,46.0349,48.90368533564944
34.471,22.5537,25.028,0.0,0.277016,23.6,100.0,51.05945,51.05945,48.13234500777247
33.7138,20.8891,24.903,0.0,0.277061,23.6,100.0,56.084,56.084,49.03393872136374
36.5422,23.0931,24.883,0.0,0.27668,23.6,100.0,66.72040000000001,66.72040000000001,47.40880681957803
49.9791,34.6631,24.717,0.0,0.276362,23.6,100.0,77.3568,77.3568,48.315763369407954
64.3698,47.4254,24.924,0.0,0.276982,23.6,100.0,75.83295000000001,75.83295000000001,46.8394986184159
62.7664,44.6281,24.815,120.349,0.276591,23.6,96.0582,74.3091,74.3091,45.89562980959236
41.763,26.5685,24.803,226.598,0.276382,23.6,92.5976,71.08324999999999,71.08324999999999,45.348392289059205
87.5513,62.5397,24.761,101.294,0.276855,23.6,96.6944,67.8574,67.8574,50.18449137306876
122.293,90.8471,25.011,0.0,0.276404,23.6,100.0,71.4755,71.4755,53.11854204010484
45.2893,31.2004,24.85,0.0,0.276351,23.6,100.0,75.0936,75.0936,48.353212063852396
32.5983,20.5969,24.843,0.0,0.276235,23.573,100.0,82.7527,82.7527,48.648103357078014
59.019,43.1194,25.021,0.0,0.276285,23.5,100.0,90.4118,90.4118,46.45497195174922
75.5174,56.0022,25.292,0.0,0.27684,23.5,100.0,89.10645,89.10645,48.68887571434843
89.9028,68.7195,25.177,0.0,0.276359,23.5,100.0,87.8011,87.8011,52.07013276272389
56.143,42.3295,25.133,0.0,0.27634,23.5,100.0,85.03775,85.03775,46.35611581186828
86.3895,66.7558,25.227,0.0,0.275882,23.5,100.0,82.2744,82.2744,48.87330295191039
28.9955,18.578,25.186,0.0,0.276023,23.5,100.0,77.46933181818181,77.46933181818181,47.963939764728906
75.7841,55.6159,25.283,0.0,0.276369,23.5,100.0,76.08714583333334,76.08714583333334,48.125977231892286
71.4771,51.1571,25.455,0.0,0.276388,23.5,100.0,71.28766607142857,71.28766607142857,48.75231880897562
29.7056,13.2682,25.481,0.0,0.275887,23.5,100.0,71.7139,71.7139,48.439130183712
18.0879,3.90914,25.483,0.0,0.27599,23.5,100.0,53.27984680851064,53.27984680851064,46.08674541108663
4.43893,-5.93357,25.408,0.0,0.276322,23.5,100.0,53.05215975609756,53.05215975609756,31.257160056235065
1.6124,-11.0666,25.075,5.71537,0.275931,23.5,99.8154,53.05215975609756,53.05215975609756,38.30503123384994
1.6013,-9.4609,24.964,7.69809,0.27617,23.5,99.7475,129.436,129.436,37.87281430753139
1.60252,-2.17413,24.971,0.0,0.275936,23.5,100.0,52.33230875,52.33230875,43.0570225868745
1.59987,-5.4477,25.018,0.0,0.276332,23.5,100.0,52.33230875,52.33230875,38.15347080361401
1.59375,-6.3241,24.947,0.0,0.275893,23.5,100.0,52.33230875,52.33230875,38.17392730753139
1.60483,-6.54953,24.241,0.0,0.275808,23.5,100.0,50.69922105263158,50.69922105263158,37.92887026397138
1.60042,-4.18431,23.622,0.0,0.275995,23.5,100.0,49.90851216216216,49.90851216216216,37.919523798453355
1.591,-5.29747,23.333,0.0,0.276767,23.5,100.0,68.7849,68.7849,32.9744962661081
1.5991,-6.05589,23.27,0.0,0.28085,23.5,100.0,41.764594,41.764594,27.283516852094422
1.59123,-6.63245,23.041,0.0,0.30318,23.5,100.0,40.38082391304348,40.38082391304348,15.865008786649929
1.59034,-6.90199,22.758,0.0,0.329584,23.5,100.0,41.070864285714286,41.070864285714286,11.361145160651843
1.59361,-10.4177,22.663,0.0,0.333581,23.5,100.0,41.070864285714286,41.070864285714286,10.831343493238009
1.61717,-12.8997,22.413,0.0,0.332512,23.5,100.0,41.070864285714286,41.070864285714286,10.428771495454544
1.60761,-12.4861,22.45,0.0,0.330089,23.5,100.0,36.6526075,36.6526075,10.193035782467533
1.59802,-13.7506,22.634,0.0,0.328493,23.5,100.0,41.070864285714286,41.070864285714286,11.38480782837162
1.59916,-14.0027,22.705,0.0,0.326529,23.5,100.0,41.070864285714286,41.070864285714286,12.364920223611271
1.58904,-12.6532,22.634,0.0,0.32506,23.5,100.0,41.070864285714286,41.070864285714286,11.598843325796587
1.59474,-18.2414,22.475,0.0,0.324168,23.407,100.0,41.070864285714286,41.070864285714286,13.135303835555717
1.59642,-18.0806,22.262,20.402,0.323171,23.4,99.2025,36.09029761904762,36.09029761904762,13.027356696129367
1.59681,-16.95,22.266,70.4337,0.321996,23.4,97.2387,36.6526075,36.6526075,12.366012892484676
1.80622,-16.1731,22.255,31.4018,0.321408,23.4,98.7657,36.6526075,36.6526075,12.001098532045118
8.62973,-13.8356,22.232,12.9869,0.320729,23.4,99.4901,38.07871842105263,38.07871842105263,11.408037994715778
25.9745,8.88887,22.288,45.7277,0.320192,23.4,98.2378,49.549542424242425,49.549542424242425,11.164561369441055
66.9261,41.173,22.743,67.3439,0.31956,23.4,97.489,72.241325,72.241325,11.006470402208288
146.723,112.887,23.041,139.38,0.318943,23.4,94.9864,75.17614999999999,75.17614999999999,13.173340858095733
156.754,127.751,23.395,123.556,0.317881,23.34,95.6419,13.83295,13.83295,13.249632639427334
237.537,199.648,23.423,131.329,0.317091,23.3,95.43,28.884975,28.884975,13.073154269113772
450.302,403.464,24.378,341.024,0.316855,23.3,89.174,47.23524,47.23524,14.72473488365065
526.816,462.948,25.879,619.45,0.316298,23.3,81.9809,46.268425,46.268425,17.790431274132505
522.783,455.922,26.265,580.3,0.315682,23.3,83.0005,62.8699,62.8699,17.005769976346954
630.44,560.607,27.272,849.016,0.315469,23.3,76.7751,62.8699,62.8699,15.433394610628413
557.753,455.639,28.331,1175.91,0.315061,23.3,69.9089,43.43365,43.43365,16.450354089027634
620.562,547.534,28.801,1146.95,0.314605,23.3,70.9397,43.43365,43.43365,15.505787697360965
567.016,470.662,28.929,1168.72,0.314011,23.3,70.6116,22.9100875,22.9100875,15.997848607733921
838.418,720.541,29.475,1302.5,0.313643,23.273,68.4206,21.8087375,21.8087375,15.682604774925066
840.345,671.456,29.783,1319.68,0.313081,23.2,68.0891,19.588375,19.588375,15.723497092066259
775.159,642.728,29.9,1414.68,0.312674,23.2,66.0926,24.39151,24.39151,15.626561420629365
782.54,643.554,30.367,1533.32,0.311967,23.2,64.2426,24.46386,24.46386,15.980356387470856
614.503,482.143,30.51,1592.84,0.311838,23.26,63.2498,16.19115,16.19115,16.080553304778554
599.221,469.185,30.536,1562.42,0.311296,23.3,63.5057,31.601233333333333,31.601233333333333,17.231016207334328
640.344,480.234,30.81,1672.91,0.311066,23.3,61.3195,31.601233333333333,31.601233333333333,17.229973746416082
615.312,449.974,31.303,1859.24,0.310443,23.3,58.8654,24.6245,24.6245,18.316514639976678
520.387,378.031,31.326,2002.53,0.310027,23.3,56.7275,29.58683333333333,29.58683333333333,19.201511148444965
441.532,332.374,31.25,1997.07,0.309702,23.3,56.684,33.19826,33.19826,20.1436871755283
359.409,278.672,31.318,2041.34,0.309427,23.3,55.8584,22.612675000000003,22.612675000000003,20.061294562433062
208.099,128.441,30.249,1494.72,0.308845,23.327,65.0794,46.85154375,46.85154375,19.806969271794866
94.996,32.0267,29.298,1145.26,0.308681,23.4,71.0405,39.74624166666667,39.74624166666667,22.453552922071665
29.6897,-25.2479,28.276,871.793,0.308473,23.4,76.1684,55.39786888888889,55.39786888888889,20.477962358622094
6.33274,-41.8074,27.736,796.684,0.309101,23.4,77.4116,55.12367727272727,55.12367727272727,20.006685839253144
1.58841,-43.7295,27.268,737.896,0.31045,23.4,78.5159,55.88587321428572,55.88587321428572,18.19367880990612
1.59006,-33.2937,26.696,660.928,0.310345,23.46,80.2114,54.1377850877193,54.1377850877193,18.783494106911085
1.59285,-12.7026,26.58,688.682,0.309982,23.5,79.3806,52.2815814516129,52.2815814516129,18.860214525045123
1.58865,-10.326,26.376,659.493,0.310135,23.5,80.0585,51.24508076923077,51.24508076923077,17.662500304284883
1.59621,-9.6278,26.25,663.068,0.309912,23.5,79.8348,51.47536791044776,51.47536791044776,17.789469542921253
1.59086,-9.31139,26.206,682.695,0.309725,23.5,79.2591,51.47536791044776,51.47536791044776,18.25439130532866
1.58025,-10.3301,26.19,688.948,0.309432,23.5,79.0825,51.47536791044776,51.47536791044776,19.220177208064502
1.57949,-8.47054,25.995,640.234,0.309581,23.5,80.4271,54.47454032258064,54.47454032258064,18.91930203213905
1.59359,-13.6793,25.73,561.414,0.309354,23.5,82.4762,54.22655409836066,54.22655409836066,20.169014737111098
1.57993,-8.67893,25.274,499.948,0.309108,23.5,83.9649,54.22655409836066,54.22655409836066,22.82169168024367
1.57195,-9.97423,25.375,455.653,0.309184,23.56,85.3359,8.6213,8.6213,23.260214725716047
1.5868,-15.3014,25.088,422.495,0.30918,23.6,86.1829,53.944093103448274,53.944093103448274,22.57654981780079
1.56596,-26.3923,24.94,423.741,0.308546,23.6,85.967,52.78188272727273,52.78188272727273,19.808455513626633
1.57492,-38.0246,24.718,370.901,0.308545,23.6,87.4636,52.59536509433962,52.59536509433962,18.190835613952277
1.56792,-40.993,24.748,377.388,0.308555,23.6,87.2546,9.5565,9.5565,18.081091849876596
1.5713,-41.2576,25.202,460.17,0.308264,23.54,84.865,53.195635714285714,53.195635714285714,25.27536613083488
1.57582,-45.6317,25.426,496.426,0.308237,23.5,83.8373,54.22655409836066,54.22655409836066,22.98323719140005
1.57358,-42.8058,24.422,258.524,0.307966,23.5,91.0099,50.79885918367347,50.79885918367347,17.57109190890712
1.56511,-42.9394,23.559,109.352,0.307908,23.5,96.0093,11.8738,11.8738,15.913385226166774
2.67154,-41.6254,23.62,160.214,0.307604,23.5,94.215,47.23638452380953,47.23638452380953,17.39910561850777
18.1955,-30.3407,23.61,167.633,0.307559,23.5,93.96,47.95956739130435,47.95956739130435,18.38081212692434
42.494,-13.5729,23.93,180.805,0.307519,23.5,93.5925,53.46306721311476,53.46306721311476,19.917234201422303
60.5905,-0.683292,24.391,282.615,0.306876,23.5,90.3285,65.71315967741936,65.71315967741936,21.649415526798002
102.968,41.7607,24.618,299.459,0.307125,23.5,89.9662,71.57046666666666,71.57046666666666,23.708671372929963
325.056,285.382,27.318,951.477,0.306996,23.5,73.2449,61.7786,61.7786,25.18361274679487
425.906,377.007,28.239,1118.74,0.306901,23.5,69.8166,73.81642500000001,73.81642500000001,25.146383821520143
528.14,462.888,28.97,1319.37,0.306842,23.5,66.1051,38.43315,38.43315,21.685396503846146
624.957,540.225,29.788,1621.32,0.30672,23.5,60.5098,21.91913333333333,21.91913333333333,21.048942795833337
714.037,605.927,30.421,1891.58,0.306433,23.5,56.4613,14.123283333333331,14.123283333333331,22.243661522321432
785.091,658.024,31.224,2231.65,0.306056,23.403,51.856,27.161025,27.161025,22.590705094047607
848.183,707.402,31.658,2311.32,0.306006,23.4,50.3495,16.22676818181818,16.22676818181818,22.082749944047606
879.886,741.164,32.041,2587.29,0.305723,23.4,46.0365,13.8199625,13.8199625,19.429607373290597
920.544,773.418,32.746,2887.56,0.305339,23.4,41.9289,13.651825,13.651825,19.217837410989013
933.447,777.297,32.532,2608.2,0.305233,23.4,47.1892,14.272383333333334,14.272383333333334,20.509106523809514
948.177,768.388,32.918,2952.11,0.305228,23.4,40.9921,16.20595,16.20595,19.16299452765568
964.339,752.556,33.732,3331.09,0.304673,23.4,35.2615,16.20595,16.20595,20.790106458608065
941.225,735.39,33.549,3184.06,0.304397,23.4,37.6618,16.20595,16.20595,19.73321707765568
891.623,685.047,33.706,3046.07,0.304058,23.4,41.42,16.0864,16.0864,19.074903798489014
807.283,614.209,33.151,2639.41,0.303574,23.4,46.248,19.554466666666663,19.554466666666663,19.706364797771677
712.312,522.62,33.45,2721.93,0.303549,23.4,45.16,20.649144444444445,20.649144444444445,20.47183663553724
626.877,444.099,33.432,2720.07,0.303114,23.46,46.025,24.38265,24.38265,19.916155403241763
531.322,358.82,33.3,2940.68,0.303058,23.5,42.8153,40.96865,40.96865,21.32806156904456
421.771,266.561,33.485,3028.84,0.302598,23.5,42.0358,40.99184,40.99184,21.727907059920632
318.059,174.471,33.192,2939.81,0.30276,23.5,43.1325,44.500065,44.500065,21.50971241471916
201.24,87.9888,32.957,2733.85,0.302372,23.5,45.58,20.31505,20.31505,19.77876729208246
92.4232,18.2045,32.111,2417.35,0.302242,23.5,47.643,15.624975,15.624975,18.69983633410408
28.1983,-28.2999,31.049,2048.38,0.301904,23.593,51.8175,24.679856666666662,24.679856666666662,19.576684623762066
6.24096,-40.7022,30.397,1815.09,0.301596,23.6,55.634,29.155436666666667,29.155436666666667,19.834720524353965
1.6122,-38.4555,29.31,1274.44,0.301802,23.6,66.7822,30.80183421052632,30.80183421052632,22.18548679877654
1.61885,-39.9639,29.164,1104.75,0.301825,23.6,70.8604,32.572408333333335,32.572408333333335,23.139934348297153
1.60898,-41.7402,29.207,1079.48,0.301539,23.6,71.6693,38.72528157894737,38.72528157894737,23.47454655712652
1.5918,-42.2787,27.849,757.429,0.301177,23.66,78.587,58.2421,58.2421,46.04942205866869
1.60848,-43.6669,26.936,576.675,0.301272,23.7,82.8553,21.3087,21.3087,47.6827522188053
1.59247,-44.0911,26.698,528.656,0.300887,23.7,84.0141,57.20045576923077,57.20045576923077,48.65319934444571
1.57761,-44.5978,26.598,590.921,0.301151,23.7,82.1025,55.90646160714286,55.90646160714286,48.72975834939979
1.58871,-44.9429,26.344,524.431,0.300888,23.7,83.7688,55.20135,55.20135,48.806927266810625
1.56743,-44.9265,25.777,474.349,0.300522,23.7,84.823,14.9161,14.9161,48.88961052803269
1.57941,-45.1152,26.192,614.093,0.300329,23.7,80.884,56.67047741935484,56.67047741935484,48.603721402608606
1.5881,-45.6025,25.563,457.131,0.300292,23.7,85.2846,56.67047741935484,56.67047741935484,48.943748406292755
1.57531,-46.2712,25.262,411.274,0.300373,23.7,86.5088,56.67047741935484,56.67047741935484,48.99626384278332
1.5878,-44.5279,25.318,480.539,0.300384,23.7,84.25,10.8131,10.8131,48.78950292381342
1.57315,-46.5927,25.925,601.375,0.299915,23.7,80.9617,54.92553166666666,54.92553166666666,48.43219508070549
1.57404,-45.3188,26.05,620.766,0.300184,23.7,80.4132,54.6212185483871,54.6212185483871,48.63776473635771
1.59242,-44.7907,26.213,617.875,0.299811,23.7,80.5889,55.6084275,55.6084275,48.62769853328869
1.56876,-45.0456,24.427,314.391,0.299737,23.7,89.2403,51.65353152173913,51.65353152173913,48.53840187246053
1.57718,-44.5185,24.332,312.157,0.299736,23.7,89.224,48.492404761904766,48.492404761904766,48.20493285225319
1.57891,-45.058,23.925,221.989,0.299196,23.7,92.0842,11.6894,11.6894,47.54560621035449
