rg,rn,ta,vpd,swc,ts,rh,pm2_5,pm2_5_raw,pm2_5_pred
617.648,414.213,20.704,2140.12,0.168435,9.76,6.75133,0.766,,
529.048,341.951,20.539,2100.63,0.168291,9.8,7.69704,0.647,,
427.355,262.23,20.447,2131.83,0.168504,9.827,7.95479,0.8464,,
309.956,162.265,20.1,2074.01,0.168735,9.9,8.13956,1.0458,,
216.969,84.4011,19.548,1955.4,0.168592,9.927,9.41329,2.254,,
116.956,2.94184,18.977,1851.46,0.168759,10.0,10.3433,3.4622,,
41.663,-55.374,18.52,1732.28,0.168271,10.027,11.7702,4.465400000000001,,
7.37722,-87.8502,17.943,1616.52,0.168631,10.1,13.4351,5.4686,,
1.85836,-91.0808,17.392,1530.21,0.168445,10.127,14.9954,11.54695,,
1.8529,-85.8418,17.033,1481.11,0.168431,10.2,16.1175,17.6253,,
1.87396,-85.137,16.748,1443.69,0.168855,10.2,16.7097,17.37885,,
1.8558,-77.9779,16.437,1410.84,0.168989,10.293,17.2182,17.1324,,
1.88616,-80.0654,16.121,1363.94,0.168569,10.3,17.8408,15.6392,,
1.84559,-75.3195,15.91,1345.22,0.168301,10.3,18.1656,14.146,,
1.8683,-77.5641,15.567,1300.49,0.168994,10.397,18.7366,14.0729,,
1.87384,-76.0302,15.125,1236.82,0.168608,10.4,20.0245,13.9998,,
1.88295,-74.4982,13.323,1074.79,0.168593,10.4,22.8263,13.557,,
1.86675,-74.044,12.821,1021.62,0.168495,10.4,24.1187,13.1142,,
1.87451,-74.317,12.104,959.343,0.168549,10.4,25.5352,13.03685,,
1.89053,-72.434,11.944,938.149,0.168771,10.4,26.5036,12.9595,,
1.89677,-71.2741,11.831,925.672,0.168806,10.4,27.1123,12.49085,,
1.88026,-68.1688,11.431,885.564,0.16861,10.493,28.2028,12.0222,,
1.88614,-67.5518,10.826,841.69,0.168438,10.5,29.3905,11.7707,,
1.90664,-65.9874,10.935,859.604,0.168834,10.44,28.3927,11.5192,,
1.88791,-64.8309,10.579,816.061,0.168532,10.4,30.1421,9.99525,,
1.88996,-65.6015,10.159,784.214,0.16866,10.4,31.3599,8.4713,,
1.90006,-64.2747,9.897,765.505,0.168705,10.4,31.6724,8.75265,,
1.88959,-62.6048,9.527,735.809,0.168696,10.4,32.5661,9.034,,
1.89457,-63.0668,9.414,716.205,0.168834,10.4,33.9426,10.682,,
3.64916,-60.5894,9.157,701.346,0.168768,10.4,34.2966,12.33,,
22.3904,-41.2256,9.214,709.968,0.168717,10.4,33.8665,12.49485,,
55.3416,-10.3993,9.494,728.128,0.168717,10.4,34.0148,12.6597,,
89.4247,19.3773,10.224,771.266,0.168645,10.4,33.2976,13.6585,,
175.204,124.379,11.392,849.045,0.168692,10.307,32.2996,14.6573,,
283.278,252.01,12.453,1012.21,0.168476,10.3,28.31,14.34585,,
372.617,343.949,12.503,1027.94,0.168741,10.3,28.6228,14.0344,,
455.851,412.157,13.371,1099.24,0.168284,10.3,27.73,12.14725,,
542.046,479.182,13.968,1134.92,0.168396,10.3,28.4549,10.2601,,
604.505,540.472,14.992,1173.04,0.168685,10.3,30.9069,10.0773,,
647.491,570.771,15.715,1153.06,0.168344,10.24,34.993,9.8945,,
683.688,602.301,16.261,1209.24,0.168888,10.2,34.0385,8.787,,
667.169,597.651,16.941,1268.15,0.168674,10.2,33.5746,7.6795,,
510.366,439.839,17.28,1318.07,0.16841,10.2,31.7921,7.7095,,
506.561,423.102,17.873,1428.3,0.168322,10.2,28.5817,7.7395,,
718.556,606.801,18.701,1550.68,0.168333,10.2,25.8754,7.920999999999999,,
652.06,529.321,19.232,1613.77,0.168468,10.2,25.2244,8.1025,,
478.877,371.407,19.28,1655.38,0.168312,10.2,23.663,8.3124,,
432.366,332.501,19.599,1694.51,0.168393,10.26,23.1893,8.5223,,
359.526,262.691,19.921,1704.38,0.168439,10.3,23.9017,9.79395,,
270.67,179.735,20.074,1693.27,0.168658,10.3,24.6724,11.0656,,
208.533,124.825,20.255,1685.53,0.168527,10.3,25.7822,11.74685,,
166.128,85.2794,20.286,1672.51,0.16874,10.397,26.3815,12.4281,,
110.85,33.222,20.393,1666.47,0.168414,10.4,26.6302,16.41815,,
50.3215,-29.4565,20.255,1590.41,0.168847,10.427,28.2321,20.4082,,
18.5232,-55.1857,19.674,1459.71,0.168643,10.5,31.0498,21.83015,,
3.54781,-55.8454,19.124,1322.99,0.168729,10.5,35.5804,23.2521,,
1.876,-55.2694,19.173,1262.73,0.168721,10.593,38.8168,31.58065,,
1.88812,-56.9424,18.987,1195.47,0.16845,10.6,41.1832,39.9092,,
1.88537,-56.8066,18.912,1166.05,0.168515,10.66,42.2485,40.29385,,
1.87447,-56.9348,18.781,1145.26,0.168496,10.7,42.8345,40.6785,,
1.89439,-57.0967,18.367,1102.78,0.16881,10.7,43.4287,42.9315,,
1.88495,-57.92,17.345,980.442,0.168602,10.76,46.49,45.1845,,
1.87507,-54.5147,16.274,862.963,0.168488,10.8,49.7552,45.0299,,
1.88092,-52.7404,16.008,831.694,0.168614,10.8,50.7594,44.8753,,
1.88423,-49.3665,15.892,815.019,0.169172,10.8,51.4171,43.9699,,
1.86918,-48.9814,15.663,775.859,0.168903,10.8,52.5776,43.0645,,
1.8827,-48.5809,15.174,746.929,0.169073,10.827,53.4728,43.3269,,
1.88321,-48.8055,15.155,742.827,0.168858,10.9,53.592,43.5893,,
1.88434,-47.6886,15.152,746.032,0.168648,10.9,53.3548,45.12635,,
1.87954,-46.4777,15.247,763.095,0.168862,10.9,52.3083,46.6634,,
1.88462,-44.1333,14.838,747.086,0.168587,10.9,52.236,46.828050000000005,,
1.88326,-39.8279,14.878,778.08,0.168802,10.9,50.8836,46.9927,,
1.88021,-39.3898,15.102,801.958,0.16896,10.9,49.9586,47.95715,,
1.89888,-43.1593,14.658,765.636,0.168861,10.9,50.9529,48.9216,,
1.88094,-43.7769,14.764,732.85,0.168601,10.9,52.9339,49.73215,,
1.90035,-44.7725,13.638,611.859,0.168934,10.9,57.8969,50.5427,,
1.89133,-45.3696,12.54,492.559,0.168557,10.9,63.9363,55.2902,,
3.38093,-44.2536,12.639,511.837,0.168815,10.9,62.4648,60.0377,,
19.6107,-24.1525,12.976,565.207,0.169092,10.9,59.6594,60.531,,
47.6646,3.92287,14.128,667.107,0.168884,10.9,55.9223,61.0243,,
87.9808,41.7007,14.126,656.126,0.168569,10.9,57.1127,63.9136,,
142.299,100.579,14.573,675.604,0.168918,10.9,57.4768,66.8029,,
206.481,171.752,14.676,690.388,0.168538,10.9,57.6996,67.01165,,
278.293,245.78,15.553,770.081,0.168431,10.84,55.7113,67.2204,,
336.697,296.548,16.268,883.352,0.168415,10.8,52.3719,68.44305,,
426.589,372.17,17.362,982.741,0.168378,10.8,50.6377,69.6657,,
497.306,450.231,18.246,1051.64,0.168566,10.8,49.8465,69.85145,,
560.845,499.637,19.396,1216.08,0.168814,10.8,45.1935,70.0372,,
577.558,510.547,20.311,1386.54,0.168641,10.8,41.1287,71.1253,,
601.381,539.343,21.666,1711.69,0.168894,10.8,33.3064,72.2134,,
578.734,508.752,22.482,1853.69,0.168406,10.8,30.7572,72.6141,,
431.301,355.324,23.039,2050.1,0.168599,10.8,25.4886,73.0148,,
261.129,191.072,23.521,2197.54,0.168349,10.8,21.8235,75.3617,,
158.808,92.173,23.888,2279.15,0.168578,10.893,20.024,77.7086,,
86.8161,24.1133,23.935,2313.86,0.168447,10.9,18.3332,77.71615,,
91.4456,32.4461,23.961,2343.33,0.168593,10.9,17.3753,77.7237,,
98.6397,43.0134,24.194,2394.62,0.168736,10.9,16.8613,77.76795,,
113.178,58.0038,23.977,2324.0,0.168851,10.993,18.6319,77.8122,,
162.08,98.3462,24.371,2411.16,0.168413,11.0,17.5394,78.81615,,
139.488,67.9351,25.119,2586.9,0.16868,11.0,14.6835,79.8201,,
144.002,70.1192,26.172,2902.64,0.168458,11.093,10.3038,85.70035,,
79.9392,-1.97058,26.878,3055.29,0.168849,11.1,8.15667,91.5806,,
28.9235,-43.5101,26.418,2956.06,0.1688,11.127,8.35112,91.9956,,
5.77689,-72.0208,25.377,2704.66,0.16886,11.2,10.0744,92.4106,,
1.99804,-66.0533,24.004,2454.74,0.168686,11.2,11.4157,94.8412,,
1.99427,-50.0623,23.55,2417.73,0.168422,11.2,10.9215,97.2718,,
1.98467,-13.1494,22.689,2408.88,0.168907,11.293,7.40435,96.8103,,
1.98548,-13.6842,21.95,2352.41,0.168525,11.3,5.62763,96.3488,,
1.98585,-17.2823,21.396,2265.01,0.168487,11.3,5.89903,93.6457,,
1.99375,-23.4367,20.76,2166.32,0.168455,11.327,6.31941,90.9426,,
2.00052,-36.676,20.07,2066.98,0.168533,11.4,6.03702,90.12665,,
1.97616,-42.4887,19.194,1953.76,0.169188,11.4,5.94574,89.3107,,
1.967,-47.7829,18.23,1825.21,0.168944,11.4,6.71612,84.5316,,
1.94191,-53.339,17.597,1740.6,0.169236,11.427,7.35414,79.7525,,
1.94342,-59.6501,17.027,1661.57,0.168494,11.5,7.86042,79.15415,,
1.93701,-63.3662,16.372,1584.09,0.168709,11.5,8.25042,78.5558,,
1.95309,-63.7011,15.571,1501.63,0.169105,11.5,8.4672,75.05115,,
1.97593,-59.1423,14.91,1436.24,0.168686,11.5,8.82267,71.5465,,
1.96559,-58.2809,14.518,1411.69,0.168887,11.5,8.22016,70.89859999999999,,
1.96444,-63.1816,14.231,1391.57,0.168926,11.5,7.6813,70.2507,,
1.992,-65.9218,14.126,1394.08,0.168816,11.5,6.76287,66.45575,,
1.9878,-66.4809,13.772,1362.25,0.169014,11.5,6.45731,62.6608,,
1.97548,-64.6911,13.406,1332.59,0.169124,11.5,6.44903,67.67425,,
1.97013,-58.0374,12.974,1300.71,0.168665,11.5,6.48839,72.6877,,
1.91261,-49.1945,12.316,1270.6,0.168972,11.5,4.95299,102.05235,,
3.25423,-50.0941,11.702,1239.91,0.168533,11.5,3.35209,131.417,,
17.8508,-34.3003,11.17,1215.92,0.168599,11.5,2.20435,133.96575,,
45.4703,-5.17591,10.909,1197.56,0.168845,11.5,2.21557,136.5145,,
80.7045,35.5106,10.634,1166.98,0.168963,11.5,2.94113,151.44275,,
127.597,88.7541,9.486,1080.11,0.16884,11.44,4.07033,166.371,,
211.523,182.544,9.459,1097.86,0.16866,11.4,3.11222,164.1431,,
334.729,309.75,10.013,1168.25,0.168827,11.4,1.20446,161.9152,,
468.134,438.627,10.54,1233.1,0.168752,11.4,0.52456,148.86610000000002,,
572.875,520.161,10.935,1564.9150303030303,0.168874,11.4,17.81172393939394,135.817,,
654.287,590.195,11.581,1321.83,0.168698,11.307,0.601947,134.70159999999998,,
650.8013333333333,589.0713333333333,11.773,1349.34,0.168607,11.335666666666668,2.6320285,133.5862,,
706.8236666666667,634.9803333333333,12.770333333333332,1390.6533333333332,0.168507,11.302333333333332,3.069469,127.0531,,
725.242,656.858,12.803,1376.85,0.168249,11.3,4.66211,120.52,,
740.942,657.888,13.927,1473.28,0.168574,11.3,3.94435,120.2737,,
728.505,642.187,14.259,1474.98,0.168369,11.24,4.61996,120.0274,,
733.066,615.46,14.538,1506.48,0.168353,11.2,4.01821,118.5847,,
727.092,575.841,15.053,1553.64,0.168924,11.2,4.59914,117.142,,
688.62,527.603,14.995,1558.0,0.168378,11.2,4.44989,118.515,,
623.382,462.226,15.149,1543.94,0.168896,11.2,5.20632,119.888,,
551.68,384.772,15.858,1620.22,0.168524,11.2,4.61925,127.93,,
461.865,311.214,16.016,1654.12,0.168782,11.2,4.22201,135.972,,
372.417,236.769,16.042,1681.57,0.168746,11.2,4.21613,135.29305,,
274.756,153.084,16.054,1660.5,0.168588,11.2,4.86361,134.6141,,
181.147,67.2605,16.012,1646.17,0.168606,11.26,4.61767,130.63755,,
94.4146,-6.33672,15.756,1600.96,0.168901,11.3,4.28655,126.661,,
34.6766,-58.4175,15.384,1538.17,0.168547,11.3,4.6484,123.815,,
7.18575,-87.702,15.06,1489.02,0.168753,11.3,4.9131,120.969,,
1.90095,-92.0609,14.838,1467.15,0.168647,11.3,4.86822,108.004,,
1.90796,-92.5565,14.563,1438.4,0.169053,11.3,4.93694,95.039,,
1.90371,-93.3852,14.439,1420.09,0.168442,11.3,5.00254,93.1317,,
1.90127,-91.0904,14.142,1382.61,0.168777,11.393,5.24869,91.2244,,
1.90805,-90.3016,13.92,1356.77,0.16893,11.4,5.41541,80.4163,,
1.91742,-84.3485,12.46,1223.2,0.16891,11.4,6.60985,69.6082,,
1.91548,-84.4441,12.085,1182.53,0.168762,11.4,6.98219,67.7373,,
1.91395,-81.8798,11.637,1142.56,0.168838,11.4,7.76147,65.8664,,
1.92049,-81.0108,11.107,1100.65,0.1687,11.4,8.54077,55.26465,,
1.92375,-80.5716,11.668,1140.4,0.169217,11.4,7.83287,44.6629,,
1.91783,-79.4973,11.021,1097.93,0.168497,11.4,8.23578,44.23265,,
1.92431,-79.0058,11.033,1096.53,0.16863,11.307,8.0777,43.8024,,
1.92719,-78.1235,10.405,1042.05,0.168686,11.3,8.79153,41.36435,,
1.93202,-79.5354,10.602,1053.78,0.168641,11.3,8.88036,38.9263,,
1.95015,-78.6453,10.927,1072.81,0.168638,11.3,8.95303,38.6877,,
1.92543,-77.5575,10.442,1035.58,0.168833,11.3,9.85949,38.4491,,
1.91045,-78.3984,11.453,1121.56,0.168616,11.3,8.51087,37.09705,,
1.9283,-76.2945,11.895,1149.03,0.168699,11.24,8.02939,35.745,,
1.91811,-74.1599,10.261,1013.06,0.168571,11.2,10.505,35.093999999999994,,
1.92646,-75.1413,9.79,988.734,0.168347,11.2,10.3224,34.443,,
1.94452,-71.8008,9.765,978.59,0.1691,11.2,11.4184,30.75385,,
5.19811,-67.7006,9.256,910.084,0.169026,11.14,14.9216,27.0647,,
25.4317,-45.8818,9.132,876.457,0.168881,11.1,17.3342,26.45575,,
52.9512,-16.2912,8.225,808.738,0.168667,11.1,19.7455,25.8468,,
82.7245,15.2017,9.065,843.59,0.168433,11.1,20.3867,22.39605,,
195.274,152.69,9.091,914.098,0.168534,11.007,17.5023,18.9453,,
310.737,286.553,10.924,1090.65,0.168319,11.0,14.7038,18.93915,,
422.093,398.289,11.688,1197.29,0.168397,11.0,13.3116,18.933,,
403.911,358.352,12.74,1250.27,0.168663,10.973,13.6699,18.89815,,
465.386,406.023,13.386,1308.73,0.16856,10.9,13.3241,18.8633,,
586.619,519.027,14.372,1405.54,0.168406,10.9,12.6084,18.43885,,
711.113,617.529,15.357,1520.87,0.16839,10.9,11.6387,18.0144,,
757.172,657.135,16.115,1625.58,0.168494,10.9,10.4729,15.60935,,
672.991,588.712,16.988,1741.57,0.168459,10.84,9.13392,13.2043,,
600.418,518.111,17.472,1776.27,0.168309,10.8,9.79712,13.05265,,
646.025,546.688,18.099,1824.34,0.168208,10.8,10.2114,12.901,,
643.684,542.85,18.693,1910.01,0.168548,10.8,9.4335,12.0415,,
645.289,503.884,19.5,2015.14,0.168411,10.8,8.88582,11.182,,
644.129,483.789,20.032,2062.56,0.168551,10.8,9.25242,12.07835,,
580.041,424.964,20.33,2044.53,0.168114,10.8,10.7224,12.9747,,
492.602,350.645,20.528,1991.54,0.168334,10.827,13.7057,18.05395,,
393.656,268.174,20.676,1993.52,0.168465,10.9,14.4962,23.1332,,
264.334,158.998,20.466,1909.53,0.168629,10.9,17.1937,23.87685,,
170.861,86.4249,20.26,1834.01,0.168358,10.9,18.6573,24.6205,,
82.7303,9.73962,20.071,1741.98,0.16848,10.96,21.0143,28.83465,,
45.943,-17.4945,19.787,1644.69,0.168335,11.0,23.8531,33.0488,,
21.589,-36.9162,19.442,1536.04,0.168391,11.0,27.19,33.8568,,
4.64177,-54.4804,18.923,1388.4,0.168608,11.093,31.7035,34.6648,,
1.94464,-55.1992,18.371,1302.21,0.168604,11.1,33.8283,39.243300000000005,,
1.94917,-51.7472,17.915,1235.01,0.168914,11.1,35.2515,43.8218,,
1.93395,-51.026,17.519,1217.96,0.168751,11.193,34.6546,43.838,,
1.95258,-49.7507,17.136,1172.91,0.168753,11.2,35.5316,43.8542,,
1.93645,-47.0371,16.992,1132.14,0.168891,11.2,37.3091,43.94605,,
1.93855,-45.4967,16.831,1092.08,0.168905,11.26,39.0276,44.0379,,
1.93669,-47.0519,16.746,1082.98,0.168577,11.3,39.2,44.47035,,
1.93576,-45.7992,16.627,1058.92,0.168956,11.3,39.9617,44.9028,,
1.94694,-41.4749,16.419,1042.43,0.168597,11.3,40.2169,47.3535,,
1.93897,-41.889,16.194,1017.83,0.168308,11.3,40.7163,49.8042,,
1.94565,-52.4246,15.96,978.581,0.169012,11.3,41.8233,51.295550000000006,,
1.95669,-49.786,15.419,911.523,0.168571,11.393,43.7344,52.7869,,
1.9433,-47.1466,14.581,824.065,0.169039,11.4,46.4607,61.23795,,
1.94284,-47.3789,14.514,822.685,0.16874,11.4,46.5157,69.689,,
1.94148,-50.9906,14.782,857.273,0.168969,11.4,44.9821,71.3308,,
1.95221,-48.2093,13.661,741.758,0.168977,11.4,48.7428,72.9726,,
1.954,-48.146,13.194,701.282,0.16856,11.4,50.2961,82.27625,,
1.95101,-47.2607,12.798,657.944,0.168285,11.4,52.0527,91.5799,,
1.94072,-44.5693,12.926,673.016,0.168536,11.4,51.5908,93.30695,,
1.95404,-36.0053,12.898,662.856,0.168669,11.4,52.2447,95.034,,
1.94515,-31.7252,12.191,613.282,0.168475,11.4,54.2428,104.8205,,
4.03395,-22.3885,11.554,577.361,0.168722,11.4,55.3806,114.607,,
24.0523,-14.0595,12.488,633.174,0.16881,11.4,53.6919,115.68055,,
57.065,7.77208,13.298,695.194,0.168728,11.4,51.5578,116.7541,,
99.1457,49.1461,13.565,730.042,0.168613,11.4,50.6586,122.83755,,
161.876,119.308,14.16,819.966,0.168793,11.307,47.6064,128.921,,
209.239,169.609,14.896,919.176,0.168588,11.3,44.371,128.8182,,
284.567,249.806,15.042,926.068,0.168319,11.3,44.5664,128.7154,,
320.522,277.783,15.469,937.862,0.168223,11.3,45.7057,128.1327,,
360.32,306.246,16.352,1029.2,0.168055,11.3,43.8158,127.55,,
406.734,358.944,16.977,1163.58,0.168472,11.3,40.3508,127.43555,,
394.915,338.518,17.783,1251.18,0.168527,11.3,38.8511,127.3211,,
448.018,384.805,18.218,1275.59,0.168607,11.3,39.0272,126.67255,,
430.689,376.702,18.734,1277.39,0.168491,11.3,40.0622,126.024,,
435.46,372.245,19.339,1337.83,0.168482,11.3,39.3846,125.9865,,
436.852,364.736,19.732,1367.24,0.168693,11.3,39.0652,125.949,,
407.365,334.4,20.18,1429.94,0.168401,11.3,37.9033,125.7365,,
382.719,310.564,20.526,1483.65,0.1684,11.3,36.9797,125.524,,
290.588,219.965,20.789,1509.23,0.1683,11.3,36.3974,125.0117,,
278.44,208.383,20.874,1506.95,0.16844,11.3,36.4769,124.4994,,
330.435,248.894,20.882,1545.85,0.168695,11.393,35.0331,121.5962,,
321.724,226.459,21.192,1636.19,0.168443,11.4,32.6428,118.693,,
276.613,182.885,21.737,1739.85,0.168763,11.4,31.3425,118.9747,,
181.874,100.9,22.065,1750.17,0.168554,11.46,31.6198,119.2564,,
85.8944,20.5661,21.895,1672.43,0.168743,11.5,32.904,120.8527,,
63.0663,4.51082,21.721,1636.87,0.168911,11.5,33.3701,122.449,,
30.1138,-30.6694,21.462,1572.56,0.168323,11.527,34.2237,122.4478,,
7.08566,-45.7044,21.062,1492.01,0.168467,11.6,35.7927,122.4466,,
1.94642,-47.7675,20.604,1407.34,0.169002,11.6,37.3078,122.4398,,
1.93929,-43.227,19.103,1219.89,0.168391,11.6,40.8901,122.433,,
1.94878,-39.1677,19.166,1214.53,0.168524,11.693,41.3734,122.39505,,
1.9464,-40.6151,18.93,1178.88,0.168322,11.7,42.3292,122.3571,,
1.94379,-38.9199,18.675,1129.82,0.168716,11.7,43.672,122.14205,,
1.93989,-42.1113,18.186,1063.45,0.168855,11.7,45.1818,121.927,,
1.94663,-42.273,17.86,1036.05,0.168769,11.793,45.7643,121.8623,,
1.95163,-45.3387,18.985,1068.76,0.168786,11.8,47.5247,121.7976,,
1.95493,-40.4897,18.471,981.408,0.168891,11.8,50.5462,121.4308,,
1.94567,-35.7935,17.326,854.539,0.1689,11.8,53.7686,121.064,,
1.9584,-31.4547,16.558,783.353,0.169011,11.8,56.0982,120.9828,,
1.957,-33.385,17.365,910.555,0.16868,11.8,50.8645,120.9016,,
1.94553,-33.6101,17.48,948.037,0.168628,11.8,49.2215,120.4413,,
1.95399,-31.2169,17.22,876.469,0.168986,11.8,52.3842,119.981,,
1.96215,-34.1817,17.306,840.584,0.168597,11.8,54.5027,119.9136,,
1.96425,-34.6131,16.899,795.245,0.169003,11.8,55.8352,119.8462,,
1.95156,-31.568,16.656,785.999,0.168547,11.8,55.6957,119.4641,,
1.95654,-27.4861,16.353,771.512,0.168753,11.8,55.8308,119.082,,
1.95272,-27.003,16.539,824.403,0.168948,11.8,53.4636,118.6607,,
1.9693,-23.9884,16.915,891.084,0.168968,11.8,50.7945,118.2394,,
1.94781,-24.4392,17.207,993.194,0.168628,11.8,46.2423,115.8522,,
2.55417,-27.5696,18.12,1552.61,0.16857,11.8,21.0083,113.465,,
10.2938,-24.1774,18.488,1721.06,0.168403,11.8,13.9112,113.06195,,
26.6324,-10.3324,18.207,1707.94,0.168956,11.8,13.1547,112.6589,,
64.9321,20.598,17.944,1693.32,0.168497,11.8,12.4815,110.37495,,
108.779,58.9219,17.482,1635.27,0.168772,11.8,13.2803,108.091,,
156.065,97.7878,16.917,1640.79,0.169036,11.8,9.96128,107.8361,,
191.729,128.754,16.613,1624.83,0.16852,11.8,9.20807,107.5812,,
253.405,191.432,16.367,1610.31,0.168468,11.8,9.28107,106.1366,,
318.967,254.831,16.758,1675.13,0.168565,11.8,8.67835,104.692,,
357.714,295.535,16.734,1686.03,0.168665,11.8,8.03326,104.2549,,
324.344,260.35,16.443,1616.93,0.168416,11.8,9.98501,103.8178,,
441.679,374.105,16.783,1687.02,0.168351,11.8,9.0943,101.41975,,
362.924,296.55,17.469,1767.87,0.168587,11.8,8.42202,99.0217,,
328.666,255.3,17.858,1815.37,0.168515,11.8,7.6287,98.82215,,
307.542,232.73,18.121,1839.84,0.168492,11.8,7.30873,98.6226,,
308.552,230.094,18.307,1858.68,0.168338,11.8,7.23102,97.49195,,
405.921,320.786,18.744,1934.3,0.168241,11.8,6.34912,96.3613,,
451.399,357.941,19.071,1988.23,0.168406,11.8,6.05869,98.6271,,
636.371,469.124,19.968,2102.58,0.168255,11.8,4.86117,100.8929,,
605.876,408.784,20.769,2202.59,0.168488,11.8,4.09791,113.73245,,
474.359,317.732,20.812,2223.8,0.168748,11.8,4.42705,126.572,,
350.001,223.513,20.751,2237.97,0.16841,11.8,4.53291,125.85945,,
253.193,142.7,20.711,2201.86,0.168213,11.8,5.24808,125.1469,,
150.25,51.9277,20.376,2122.15,0.168126,11.893,5.85129,121.23745,,
84.3567,-7.83868,20.187,2108.35,0.168373,11.9,4.85239,117.328,,
36.6017,-57.4578,19.985,2083.66,0.168519,11.9,3.57774,115.78135,,
8.60856,-92.4061,19.558,2021.86,0.168682,11.9,3.24957,114.2347,,
1.86975,-97.0216,19.164,1968.19,0.168373,11.9,3.32981,105.7489,,
1.86337,-93.2216,18.717,1895.08,0.168709,11.9,3.80144,97.2631,,
1.86142,-93.6145,18.274,1836.49,0.168826,11.9,3.85299,95.1342,,
1.8553,-91.7171,17.678,1755.06,0.168968,11.96,4.02371,93.0053,,
1.85805,-86.2227,16.703,1637.71,0.168789,12.0,4.56824,81.3251,,
1.8572,-82.3214,15.173,1468.42,0.168637,12.0,5.89583,69.6449,,
1.85469,-80.9208,14.327,1384.83,0.168735,12.0,6.51186,67.6598,,
1.86364,-80.125,14.16,1373.97,0.168636,12.0,6.30224,65.6747,,
1.85918,-78.4295,13.733,1341.39,0.168991,12.0,6.63788,54.78345,,
1.86622,-77.3692,13.923,1352.54,0.168858,12.0,6.33736,43.8922,,
1.87346,-79.3112,13.539,1323.14,0.16864,12.0,6.63365,43.1626,,
1.85981,-82.32,13.885,1362.56,0.168846,12.0,6.14054,42.433,,
1.87856,-84.1044,14.307,1407.23,0.168845,12.0,5.83015,38.43015,,
1.87252,-84.5477,14.286,1399.08,0.168792,12.0,6.07729,34.4273,,
1.86433,-83.7982,13.796,1350.2,0.168607,12.0,6.58506,34.1386,,
1.87418,-84.1282,13.68,1333.17,0.168771,11.973,6.75189,33.8499,,
1.87704,-84.0312,13.318,1298.86,0.168801,11.9,7.14274,32.266,,
1.86677,-84.5205,13.24,1291.2,0.168677,11.9,7.10457,30.6821,,
1.87314,-84.4322,12.989,1266.97,0.168847,11.9,7.25747,30.1136,,
1.85929,-86.1224,12.902,1269.16,0.168876,11.9,7.20492,29.5451,,
1.8622,-87.3597,12.893,1268.72,0.168704,11.9,7.21489,26.426,,
7.65596,-83.7312,12.551,1242.08,0.168821,11.9,7.15954,23.3069,,
30.5739,-60.8407,12.246,1226.6,0.168724,11.873,6.19278,23.2254,,
55.5343,-35.5672,11.901,1212.2,0.168756,11.8,5.75551,23.1439,,
81.3469,-6.7776,12.122,1239.52,0.168974,11.8,5.66575,22.69685,,
231.278,179.089,12.839,1335.08,0.168241,11.8,5.35583,22.2498,,
344.432,309.078,13.863,1455.52,0.168195,11.8,5.16358,22.31615,,
437.411,399.372,14.437,1508.04,0.168034,11.773,4.86885,22.3825,,
529.911,476.018,15.464,1614.62,0.168242,11.7,4.89811,22.74645,,
628.767,540.597,16.079,1711.77,0.168255,11.7,5.05905,23.1104,,
676.457,575.781,16.505,1745.69,0.168563,11.7,5.26968,23.05255,,
706.502,608.156,17.102,1828.05,0.168603,11.7,5.47785,22.9947,,
554.262,464.188,17.752,1895.08,0.168122,11.673,5.73295,22.67725,,
373.115,301.695,17.281,1788.58,0.168131,11.6,6.36737,22.3598,,
363.368,293.29,17.348,1787.48,0.168402,11.6,6.79597,22.3504,,
336.822,270.303,16.758,1700.92,0.168453,11.6,7.54353,22.341,,
256.494,182.54,16.709,1665.75,0.168268,11.6,8.12819,22.2893,,
597.49,489.69,17.124,1752.33,0.168347,11.6,7.47359,22.2376,,
575.963,435.355,17.81,1812.38,0.168603,11.6,8.02666,21.978,,
521.487,371.919,18.348,1851.54,0.168578,11.6,8.05746,21.7184,,
626.699,436.764,18.899,1927.9,0.168177,11.6,6.65103,20.29425,,
448.755,282.162,19.401,2011.85,0.168455,11.6,5.62085,18.8701,,
436.986,277.913,19.608,2126.03,0.168267,11.66,5.33559,19.4127,,
342.218,182.5,19.736,2114.01,0.168392,11.7,4.96738,19.9553,,
188.825,49.5528,19.284,2007.86,0.168177,11.7,4.62117,22.9322,,
99.4119,-24.6779,18.787,1912.73,0.16832,11.7,5.084,25.9091,,
35.4756,-77.4761,18.236,1818.97,0.168223,11.7,5.46178,25.9025,,
9.28869,-99.2135,17.553,1708.08,0.168593,11.7,6.1439,25.8959,,
1.76004,-100.2,17.102,1649.22,0.168688,11.793,6.38364,25.8598,,
1.75096,-99.7287,16.758,1609.19,0.168886,11.8,6.70957,25.8237,,
1.75078,-97.1068,16.373,1555.39,0.168668,11.8,7.41725,25.52165,,
1.73712,-97.8817,16.093,1525.04,0.168442,11.8,7.82467,25.2196,,
1.75098,-98.8271,16.063,1521.01,0.168561,11.8,7.95628,23.56235,,
1.73975,-99.0687,15.684,1481.84,0.16859,11.827,8.14969,21.9051,,
1.74255,-95.1402,15.03,1396.04,0.16846,11.9,8.71544,21.81225,,
1.77599,-86.5176,12.994,1224.25,0.168676,11.9,10.2829,21.7194,,
1.73065,-77.143,13.485,1252.71,0.168774,11.9,10.3145,21.21,,
