TIMESTAMP,rg_RF,rn_RF,ta_RF,vpd_RF,swc_RF,ts_RF,rh_RF,pm2_5_RF,pm2_5_FLAG,rg_RE,rn_RE,ta_RE,vpd_RE,rh_RE,swc_RE,ts_RE,pm2_5_RE
2024-03-28 00:00:00,,,,,,,,,,1.58995,-34.3991,12.602,921.65,33.561,0.183413,9.0,9.728557558
2024-03-28 00:30:00,,,,,,,,,,1.57793,-38.1329,14.203,1342.61,11.7516,0.183279,9.0,11.04663462
2024-03-28 01:00:00,,,,,,,,,,1.27222,-52.1649,13.624,1337.2,8.69598,0.184003,9.0,9.148982895
2024-03-28 01:30:00,,,,,,,,,,1.34368,-61.9467,12.63,1260.6,7.68787,0.183225,9.0,8.668651408
2024-03-28 02:00:00,,,,,,,,,,1.29278,-61.8102,11.79,1189.95,8.21665,0.183194,9.0,9.164067416
2024-03-28 02:30:00,,,,,,,,,,1.24226,-60.7216,11.239,1140.71,8.90741,0.183526,9.0,9.124595652
2024-03-28 03:00:00,,,,,,,,,,1.27721,-58.2875,10.829,1106.42,8.99597,0.183926,9.0,9.203939011
2024-03-28 03:30:00,,,,,,,,,,1.27852,-60.0316,10.409,1074.33,9.19312,0.18387,9.0,8.902785417
2024-03-28 04:00:00,,,,,,,,,,1.25101,-62.2805,10.032,1038.11,9.87008,0.183547,9.0,8.613596569
2024-03-28 04:30:00,,,,,,,,,,1.26007,-66.9215,9.647,1016.17,9.25662,0.183057,9.0,8.561530556
2024-03-28 05:00:00,,,,,,,,,,1.26075,-70.4986,9.262,999.582,8.31429,0.1832,9.0,8.046878155
2024-03-28 05:30:00,,,,,,,,,,1.25786,-75.8669,8.761,963.572,8.06242,0.18372,9.0,6.725123762
2024-03-28 06:00:00,,,,,,,,,,1.33437,-82.5687,8.173,926.565,7.72038,0.18363,9.0,4.463808602
2024-03-28 06:30:00,,,,,,,,,,8.00602,-79.9076,7.5,877.664,8.7299,0.183614,9.0,4.822374519
2024-03-28 07:00:00,,,,,,,,,,33.1586,-52.839,7.018,844.476,9.53324,0.183296,9.0,4.291526147
2024-03-28 07:30:00,,,,,,,,,,61.2362,-23.3713,6.448,808.184,10.6099,0.183539,8.903,1.698
2024-03-28 08:00:00,,,,,,,,,,104.401,25.1242,6.3,810.683,10.1441,0.183166,8.9,1.698
2024-03-28 08:30:00,,,,,,,,,,281.993,248.945,6.727,869.946,8.95905,0.183237,8.9,1.698
2024-03-28 09:00:00,,,,,,,,,,373.891,346.393,7.008,888.71,8.78918,0.183559,8.9,1.5789
2024-03-28 09:30:00,,,,,,,,,,463.796,432.395,7.408,927.547,8.54919,0.183373,8.9,1.698
2024-03-28 10:00:00,,,,,,,,,,558.01,511.382,8.182,972.718,8.64971,0.183361,8.9,1.698
2024-03-28 10:30:00,,,,,,,,,,633.07,578.845,8.55,1009.26,8.12269,0.183294,8.837,1.698
2024-03-28 11:00:00,,,,,,,,,,709.058,630.039,9.327,1064.8,7.52409,0.183063,8.8,1.698
2024-03-28 11:30:00,,,,,,,,,,759.973,669.763,9.831,1103.04,7.14038,0.183924,8.8,1.698
2024-03-28 12:00:00,,,,,,,,,,792.764,689.052,10.406,1168.2,6.91029,0.183392,8.8,1.698
2024-03-28 12:30:00,,,,,,,,,,751.676,655.868,11.019,1213.74,6.80561,0.183514,8.8,6.349861111
2024-03-28 13:00:00,,,,,,,,,,734.386,621.224,11.465,1206.95,6.85159,0.183093,8.77,9.898246667
2024-03-28 13:30:00,,,,,,,,,,621.209,504.916,11.752,1223.25,6.84535,0.183236,8.7,9.039880769
2024-03-28 14:00:00,,,,,,,,,,615.089,483.832,12.355,1275.41,6.62003,0.183232,8.7,8.022911111
2024-03-28 14:30:00,,,,,,,,,,704.701,552.025,13.333,1361.79,6.73088,0.183336,8.7,4.70208
2024-03-28 15:00:00,,,,,,,,,,558.567,437.461,13.74,1390.19,7.48999,0.183425,8.7,7.097659091
2024-03-28 15:30:00,,,,,,,,,,431.706,337.52,14.272,1453.87,7.35217,0.182906,8.7,5.2817625
2024-03-28 16:00:00,,,,,,,,,,352.711,260.043,14.4,1458.02,7.76329,0.184,8.7,7.783788889
2024-03-28 16:30:00,,,,,,,,,,326.479,227.654,14.784,1479.91,8.42812,0.183588,8.7,7.783788889
2024-03-28 17:00:00,,,,,,,,,,259.029,176.766,15.145,1533.44,7.92308,0.183166,8.7,10.09071667
2024-03-28 17:30:00,,,,,,,,,,106.896,29.3631,14.713,1437.17,9.10622,0.183162,8.7,9.057477778
2024-03-28 18:00:00,,,,,,,,,,46.6842,-33.0794,14.198,1369.72,9.20921,0.182844,8.73,11.58390213
2024-03-28 18:30:00,,,,,,,,,,16.2178,-60.0857,13.482,1263.88,11.3229,0.183746,8.8,8.620894681
2024-03-28 19:00:00,,,,,,,,,,1.62526,-52.8794,12.979,1249.07,10.5265,0.183812,8.8,10.4557
2024-03-28 19:30:00,,,,,,,,,,1.32271,-49.4527,13.127,1269.24,9.87375,0.183758,8.8,10.4557
2024-03-28 20:00:00,,,,,,,,,,1.30781,-46.3515,12.853,1245.83,10.338,0.183683,8.8,10.31229254
2024-03-28 20:30:00,,,,,,,,,,1.31595,-42.6483,12.711,1236.71,10.3849,0.183546,8.8,10.6197
2024-03-28 21:00:00,,,,,,,,,,1.31816,-37.1351,12.553,1239.81,9.53031,0.183014,8.8,10.67610203
2024-03-28 21:30:00,,,,,,,,,,1.32017,-34.4716,11.889,1132.38,13.8905,0.183132,8.83,9.821225287
2024-03-28 22:00:00,,,,,,,,,,1.31639,-34.5481,10.986,1036.86,16.3502,0.183021,8.9,10.257525
2024-03-28 22:30:00,,,,,,,,,,1.32416,-34.9465,10.854,1052.21,14.4376,0.182884,8.9,10.16926056
2024-03-28 23:00:00,,,,,,,,,,1.31341,-31.298,11.207,1094.74,12.7914,0.183546,8.9,10.29346494
2024-03-28 23:30:00,,,,,,,,,,1.31856,-29.3819,11.5,1113.82,12.8812,0.183681,8.9,10.29346494
2024-03-29 00:00:00,,,,,,,,,,1.3,-27.5999,11.282,1053.56,17.2892,0.18383,8.9,10.29346494
2024-03-29 00:30:00,,,,,,,,,,1.30326,-35.3486,11.694,1043.38,19.6185,0.183228,8.9,10.29346494
2024-03-29 01:00:00,,,,,,,,,,1.21603,-65.5156,11.479,974.846,23.4203,0.183848,8.9,10.37716105
2024-03-29 01:30:00,,,,,,,,,,1.18411,-70.4988,11.011,933.303,23.9887,0.18342,8.9,10.3617892
2024-03-29 02:00:00,,,,,,,,,,1.19885,-71.4931,10.722,920.227,23.1316,0.183624,8.9,10.0513414
2024-03-29 02:30:00,,,,,,,,,,1.18041,-71.8812,10.544,954.854,19.6213,0.183639,8.9,10.00794409
2024-03-29 03:00:00,,,,,,,,,,1.18334,-75.1875,10.439,987.691,16.1783,0.183919,8.9,10.20897
2024-03-29 03:30:00,,,,,,,,,,1.13675,-77.2951,10.147,988.82,14.4451,0.184023,8.9,10.12031406
2024-03-29 04:00:00,,,,,,,,,,1.04995,-75.5614,9.942,985.933,13.5975,0.183727,8.9,9.606566146
2024-03-29 04:30:00,,,,,,,,,,1.05414,-74.868,9.695,959.787,14.2358,0.183364,8.9,9.445166837
2024-03-29 05:00:00,,,,,,,,,,1.05494,-76.7081,9.471,948.609,13.9429,0.183423,8.9,9.078467188
2024-03-29 05:30:00,,,,,,,,,,1.10343,-82.9562,9.22,929.782,13.908,0.183639,8.9,8.654749468
2024-03-29 06:00:00,,,,,,,,,,1.11407,-88.3169,9.096,938.404,12.468,0.183346,8.9,7.860448913
2024-03-29 06:30:00,,,,,,,,,,8.55885,-86.5136,9.024,941.788,11.765,0.183689,8.837,8.765824742
2024-03-29 07:00:00,,,,,,,,,,30.0649,-69.6513,9.238,965.311,10.8142,0.183212,8.8,9.3780805
2024-03-29 07:30:00,,,,,,,,,,50.4507,-46.9668,9.257,971.507,10.8101,0.183612,8.8,13.94359615
2024-03-29 08:00:00,,,,,,,,,,105.049,22.5724,9.692,1010.87,10.6648,0.18444,8.8,14.47848
2024-03-29 08:30:00,,,,,,,,,,293.013,258.815,10.455,1106.52,10.5405,0.183582,8.8,10.64596429
2024-03-29 09:00:00,,,,,,,,,,395.731,358.747,11.492,1202.54,9.91013,0.183732,8.8,1.698
2024-03-29 09:30:00,,,,,,,,,,476.362,443.559,11.897,1248.41,9.543,0.183543,8.8,3.787625
2024-03-29 10:00:00,,,,,,,,,,577.466,519.18,12.235,1281.37,9.47419,0.183234,8.8,6.791705
2024-03-29 10:30:00,,,,,,,,,,647.073,577.829,13.318,1383.56,8.76285,0.183994,8.8,7.39042
2024-03-29 11:00:00,,,,,,,,,,713.407,620.8,14.102,1461.19,8.27483,0.18384,8.8,12.21943
2024-03-29 11:30:00,,,,,,,,,,768.103,643.207,14.499,1486.32,8.66455,0.184251,8.703,13.28899286
2024-03-29 12:00:00,,,,,,,,,,795.116,657.708,14.733,1504.61,9.03597,0.183482,8.7,1.698
2024-03-29 12:30:00,,,,,,,,,,751.569,657.03,15.167,1532.07,9.14576,0.183604,8.7,1.698
2024-03-29 13:00:00,,,,,,,,,,748.153,642.983,15.883,1554.08,9.80979,0.183545,8.7,10.9415
2024-03-29 13:30:00,,,,,,,,,,750.983,621.069,16.585,1612.75,9.76442,0.183563,8.7,1.698
2024-03-29 14:00:00,,,,,,,,,,728.195,590.688,16.939,1641.63,10.0261,0.18414,8.7,8.02288
2024-03-29 14:30:00,,,,,,,,,,714.798,550.334,17.111,1662.99,10.3101,0.183609,8.7,1.698
2024-03-29 15:00:00,,,,,,,,,,661.642,494.68,17.61,1707.98,10.2453,0.183503,8.7,1.698
2024-03-29 15:30:00,,,,,,,,,,594.26,426.367,17.772,1724.93,10.2852,0.183147,8.7,33.083475
2024-03-29 16:00:00,,,,,,,,,,508.617,345.914,17.985,1755.62,10.3292,0.183625,8.763,36.59312222
2024-03-29 16:30:00,,,,,,,,,,405.61,253.93,18.413,1807.3,10.269,0.183009,8.8,16.51313333
2024-03-29 17:00:00,,,,,,,,,,301.559,162.025,18.973,1931.82,9.6092,0.183196,8.8,22.1344
2024-03-29 17:30:00,,,,,,,,,,217.5,87.0727,19.133,1919.2,10.1942,0.183184,8.8,30.28143333
2024-03-29 18:00:00,,,,,,,,,,101.63,-12.8341,19.006,1853.41,10.7734,0.18392,8.83,45.785625
2024-03-29 18:30:00,,,,,,,,,,21.6861,-79.6762,18.527,1722.74,11.9102,0.1836,8.9,41.388775
2024-03-29 19:00:00,,,,,,,,,,2.66226,-89.5342,17.812,1619.82,12.7132,0.183805,8.9,30.59215
2024-03-29 19:30:00,,,,,,,,,,1.49537,-82.6297,15.972,1388.04,15.9897,0.183368,8.9,29.02380577
2024-03-29 20:00:00,,,,,,,,,,1.48646,-74.5377,15.504,1352.76,16.0201,0.183595,8.963,21.79687903
2024-03-29 20:30:00,,,,,,,,,,1.48006,-41.6362,15.286,1336.51,17.2734,0.183893,9.0,21.75929286
2024-03-29 21:00:00,,,,,,,,,,1.47514,-58.5368,15.237,1328.79,17.0592,0.18411,9.0,20.97491346
2024-03-29 21:30:00,,,,,,,,,,1.47517,-67.3958,14.551,1241.65,18.587,0.18389,9.0,20.29536786
2024-03-29 22:00:00,,,,,,,,,,1.48514,-62.9892,14.899,1299.6,17.2529,0.184051,9.0,20.68865769
2024-03-29 22:30:00,,,,,,,,,,1.49411,-60.4999,15.024,1297.64,17.3056,0.183905,9.097,21.24637593
2024-03-29 23:00:00,,,,,,,,,,1.48721,-61.6462,15.399,1321.47,18.2127,0.184095,9.1,23.30246923
2024-03-29 23:30:00,,,,,,,,,,1.49371,-71.384,13.852,1141.39,21.941,0.18363,9.1,19.28452759
2024-03-30 00:00:00,,,,,,,,,,1.47381,-70.3987,13.474,1097.79,22.0414,0.183935,9.1,17.37475769
2024-03-30 00:30:00,,,,,,,,,,1.48327,-73.3171,12.668,1037.01,22.7413,0.183853,9.1,17.41532976
2024-03-30 01:00:00,,,,,,,,,,1.48611,-74.9563,13.162,1086.89,21.4777,0.184205,9.1,17.21275532
2024-03-30 01:30:00,,,,,,,,,,1.48765,-76.7731,13.613,1140.69,19.4037,0.183709,9.1,18.34243438
2024-03-30 02:00:00,,,,,,,,,,1.4806,-82.4339,14.064,1228.68,16.7894,0.183896,9.1,20.098975
2024-03-30 02:30:00,,,,,,,,,,1.47965,-89.7573,14.825,1314.08,14.4441,0.18336,9.1,19.21913393
2024-03-30 03:00:00,,,,,,,,,,1.46652,-91.1629,14.344,1284.02,14.1188,0.183928,9.1,19.42018846
2024-03-30 03:30:00,,,,,,,,,,1.46456,-88.1969,13.668,1196.12,15.1526,0.183603,9.1,18.97160143
2024-03-30 04:00:00,,,,,,,,,,1.45149,-88.6686,13.108,1158.5,15.1189,0.183268,9.1,16.88953125
2024-03-30 04:30:00,,,,,,,,,,1.45638,-91.665,13.214,1184.45,14.8167,0.184297,9.1,16.29216354
2024-03-30 05:00:00,,,,,,,,,,1.43022,-93.2317,12.989,1171.51,14.8862,0.183976,9.1,16.087001
2024-03-30 05:30:00,,,,,,,,,,1.41906,-93.0707,12.531,1126.57,15.5912,0.18425,9.1,14.97930673
2024-03-30 06:00:00,,,,,,,,,,1.49235,-93.4622,12.273,1101.22,16.1831,0.184086,9.1,14.03064196
2024-03-30 06:30:00,,,,,,,,,,10.0523,-88.7407,11.857,1068.83,16.6586,0.184143,9.1,12.95723692
2024-03-30 07:00:00,,,,,,,,,,29.2274,-73.1593,11.585,1048.56,16.6052,0.183869,9.1,13.00344085
2024-03-30 07:30:00,,,,,,,,,,43.0459,-60.7245,11.569,1055.32,16.2583,0.183191,9.1,12.46884091
2024-03-30 08:00:00,,,,,,,,,,106.018,21.1422,11.664,1083.16,15.8387,0.183653,9.1,12.3484
2024-03-30 08:30:00,,,,,,,,,,320.431,284.441,12.342,1199.24,14.2264,0.183579,9.1,14.18549286
2024-03-30 09:00:00,,,,,,,,,,411.6,376.777,12.989,1265.83,12.8392,0.183897,9.1,5.2817625
2024-03-30 09:30:00,,,,,,,,,,497.642,458.339,13.456,1335.14,11.5418,0.183572,9.1,6.72317
2024-03-30 10:00:00,,,,,,,,,,599.072,530.524,14.263,1431.48,10.4644,0.183681,9.1,5.989542857
2024-03-30 10:30:00,,,,,,,,,,666.803,585.499,15.158,1544.66,9.8631,0.183896,9.003,10.65913333
2024-03-30 11:00:00,,,,,,,,,,731.133,632.74,15.756,1591.38,9.64552,0.183558,9.0,5.768575
2024-03-30 11:30:00,,,,,,,,,,791.941,659.149,16.421,1660.86,8.80127,0.183482,9.0,3.602433333
2024-03-30 12:00:00,,,,,,,,,,697.511,562.188,16.866,1729.33,8.20191,0.183793,9.0,4.207814286
2024-03-30 12:30:00,,,,,,,,,,768.605,666.245,17.442,1794.52,8.2429,0.183662,9.0,11.62238
2024-03-30 13:00:00,,,,,,,,,,765.324,646.325,17.941,1790.42,8.63715,0.18335,9.0,43.12905
2024-03-30 13:30:00,,,,,,,,,,751.441,619.0,18.679,1852.76,8.83734,0.183462,9.0,33.43819286
2024-03-30 14:00:00,,,,,,,,,,740.926,589.227,19.24,1914.25,9.01969,0.18404,9.0,30.6411
2024-03-30 14:30:00,,,,,,,,,,724.761,539.04,19.575,1937.5,9.98821,0.183789,9.0,14.28890625
2024-03-30 15:00:00,,,,,,,,,,669.028,484.258,20.036,1977.84,10.462,0.183867,9.0,12.18590455
2024-03-30 15:30:00,,,,,,,,,,599.602,420.554,20.289,2026.95,10.5105,0.183633,9.03,11.933175
2024-03-30 16:00:00,,,,,,,,,,463.18,299.326,20.683,2075.19,10.6386,0.183312,9.1,6.541775
2024-03-30 16:30:00,,,,,,,,,,384.604,236.216,21.007,2129.78,10.6627,0.184142,9.1,9.21385
2024-03-30 17:00:00,,,,,,,,,,344.437,212.18,21.438,2264.41,10.5309,0.183726,9.1,9.22108
2024-03-30 17:30:00,,,,,,,,,,160.512,44.9925,21.357,2160.57,11.2855,0.184357,9.163,12.77
2024-03-30 18:00:00,,,,,,,,,,83.4735,-9.89965,21.114,2083.69,11.503,0.183389,9.2,12.86063
2024-03-30 18:30:00,,,,,,,,,,19.6584,-64.1241,19.671,1826.6,13.2807,0.183597,9.23,33.59567667
2024-03-30 19:00:00,,,,,,,,,,2.26002,-70.5831,17.647,1636.54,12.7259,0.183819,9.3,30.18857381
2024-03-30 19:30:00,,,,,,,,,,1.4795,-57.6557,16.829,1542.63,13.8156,0.183891,9.3,29.07092
2024-03-30 20:00:00,,,,,,,,,,1.46081,-53.6507,16.423,1491.45,14.6908,0.184015,9.33,28.01173889
2024-03-30 20:30:00,,,,,,,,,,1.44948,-57.0829,16.082,1448.04,15.3202,0.183915,9.4,27.61874423
2024-03-30 21:00:00,,,,,,,,,,1.46878,-60.21,16.215,1455.04,15.7096,0.184062,9.4,27.61874423
2024-03-30 21:30:00,,,,,,,,,,1.45461,-55.2483,15.918,1419.44,16.0592,0.183959,9.4,27.14141667
2024-03-30 22:00:00,,,,,,,,,,1.40484,-72.8462,15.559,1368.53,16.6353,0.184556,9.497,25.78920556
2024-03-30 22:30:00,,,,,,,,,,1.3636,-60.4637,15.124,1319.87,18.0505,0.184483,9.5,24.90743696
2024-03-30 23:00:00,,,,,,,,,,1.37663,-68.0318,15.041,1253.76,21.1205,0.184367,9.5,24.33827391
2024-03-30 23:30:00,,,,,,,,,,1.36064,-68.3966,14.616,1181.52,23.7177,0.183944,9.5,23.57439524
2024-03-31 00:00:00,,,,,,,,,,1.37197,-49.2969,14.385,1154.28,24.5414,0.183947,9.5,22.098372
2024-03-31 00:30:00,,,,,,,,,,1.36571,-48.0317,13.396,1065.46,26.0299,0.183941,9.563,19.78247258
2024-03-31 01:00:00,,,,,,,,,,1.34534,-74.4944,12.659,985.937,27.3668,0.183969,9.6,16.3922117
2024-03-31 01:30:00,,,,,,,,,,1.33659,-75.4695,12.091,944.412,27.7892,0.184782,9.6,15.510559
2024-03-31 02:00:00,,,,,,,,,,1.37373,-73.1674,11.932,942.221,27.4246,0.183591,9.6,14.54746545
2024-03-31 02:30:00,,,,,,,,,,1.35759,-69.7884,11.203,866.835,29.8733,0.183935,9.6,13.95710574
2024-03-31 03:00:00,,,,,,,,,,1.36046,-67.986,10.739,831.021,30.8009,0.184038,9.6,12.79601071
2024-03-31 03:30:00,,,,,,,,,,1.35921,-56.2156,10.521,811.301,31.5279,0.184354,9.6,11.82096467
2024-03-31 04:00:00,,,,,,,,,,1.3553,-66.2024,9.46,697.985,36.2947,0.184287,9.6,10.78165192
2024-03-31 04:30:00,,,,,,,,,,1.34499,-66.6191,8.679,647.365,37.6792,0.184224,9.6,8.559344595
2024-03-31 05:00:00,,,,,,,,,,1.35242,-58.1908,8.161,616.119,39.0872,0.184185,9.6,5.48065
2024-03-31 05:30:00,,,,,,,,,,1.35317,-65.2852,8.025,593.71,40.061,0.184547,9.6,5.764571014
2024-03-31 06:00:00,,,,,,,,,,1.41583,-67.9019,7.552,558.232,42.1306,0.184348,9.6,9.068204
2024-03-31 06:30:00,,,,,,,,,,9.5988,-62.3958,7.4,544.749,42.9083,0.184297,9.6,10.2205975
2024-03-31 07:00:00,,,,,,,,,,33.2021,-39.6861,7.619,550.785,43.2399,0.184042,9.6,11.54711463
2024-03-31 07:30:00,,,,,,,,,,59.508,-13.2851,7.716,542.248,44.9081,0.184355,9.6,22.59710625
2024-03-31 08:00:00,,,,,,,,,,116.244,55.6379,8.255,588.882,42.9577,0.183942,9.6,23.65303333
2024-03-31 08:30:00,,,,,,,,,,270.065,245.076,9.769,742.402,37.6935,0.184315,9.6,22.4639
2024-03-31 09:00:00,,,,,,,,,,359.348,336.872,10.508,841.107,34.5712,0.183636,9.503,5.095366667
2024-03-31 09:30:00,,,,,,,,,,447.379,416.282,11.509,906.726,32.9801,0.183602,9.5,1.698
2024-03-31 10:00:00,,,,,,,,,,540.599,486.942,11.803,944.799,32.2791,0.183904,9.5,4.31003125
2024-03-31 10:30:00,,,,,,,,,,607.501,550.265,12.314,984.039,31.9088,0.183747,9.5,7.39042
2024-03-31 11:00:00,,,,,,,,,,677.12,595.122,12.835,1047.81,30.1447,0.183883,9.5,15.57627333
2024-03-31 11:30:00,,,,,,,,,,736.379,624.364,13.486,1108.34,28.2478,0.183886,9.5,16.74828571
2024-03-31 12:00:00,,,,,,,,,,705.006,590.608,14.485,1216.14,26.1885,0.184033,9.5,15.3241
2024-03-31 12:30:00,,,,,,,,,,712.136,625.706,15.13,1299.39,24.7066,0.184144,9.5,25.41836667
2024-03-31 13:00:00,,,,,,,,,,705.491,604.869,15.879,1324.12,24.4026,0.184,9.5,36.28720714
2024-03-31 13:30:00,,,,,,,,,,678.827,580.285,16.503,1368.31,24.1767,0.183677,9.437,48.97715
2024-03-31 14:00:00,,,,,,,,,,666.667,546.312,17.11,1432.21,23.2923,0.183986,9.4,7.417227273
2024-03-31 14:30:00,,,,,,,,,,650.684,502.687,17.803,1524.74,22.1752,0.183991,9.463,12.46654375
2024-03-31 15:00:00,,,,,,,,,,601.122,462.187,18.448,1609.5,21.4561,0.183618,9.5,46.94138333
2024-03-31 15:30:00,,,,,,,,,,500.125,378.96,19.234,1714.28,20.5331,0.184281,9.5,40.20944286
2024-03-31 16:00:00,,,,,,,,,,275.183,197.984,19.035,1711.7,20.3231,0.184216,9.5,37.91803333
2024-03-31 16:30:00,,,,,,,,,,191.726,125.707,19.338,1745.19,19.8252,0.184007,9.5,37.98493333
2024-03-31 17:00:00,,,,,,,,,,115.598,57.8149,19.153,1706.95,19.9953,0.183741,9.5,38.79325
2024-03-31 17:30:00,,,,,,,,,,83.97,25.6726,19.2,1699.35,20.1684,0.183867,9.597,44.5677
2024-03-31 18:00:00,,,,,,,,,,44.3505,-22.3155,19.035,1642.3,20.8661,0.184455,9.6,33.70723235
2024-03-31 18:30:00,,,,,,,,,,16.0505,-49.7382,18.343,1524.77,22.4771,0.183474,9.6,30.67911667
2024-03-31 19:00:00,,,,,,,,,,2.24946,-60.8823,17.784,1452.29,23.2279,0.184174,9.663,30.21145833
2024-03-31 19:30:00,,,,,,,,,,1.40481,-68.5845,17.702,1437.13,23.2548,0.18423,9.7,32.111724
2024-03-31 20:00:00,,,,,,,,,,1.38824,-72.9924,17.547,1397.24,23.9962,0.183935,9.7,34.01789808
2024-03-31 20:30:00,,,,,,,,,,1.40003,-69.2327,16.867,1298.46,26.3813,0.184903,9.73,29.02380577
2024-03-31 21:00:00,,,,,,,,,,1.38516,-67.5317,15.737,1153.38,29.973,0.184213,9.8,26.98652407
2024-03-31 21:30:00,,,,,,,,,,1.37314,-63.8307,14.83,1050.11,32.5905,0.183974,9.8,30.718904
2024-03-31 22:00:00,,,,,,,,,,1.37836,-59.4522,14.245,984.14,34.5516,0.184001,9.8,28.7037875
2024-03-31 22:30:00,,,,,,,,,,1.38913,-65.703,14.756,1044.18,32.9081,0.184135,9.83,32.60920577
2024-03-31 23:00:00,,,,,,,,,,1.37855,-64.5109,14.962,1067.08,31.8687,0.184757,9.9,30.718904
2024-03-31 23:30:00,,,,,,,,,,1.37627,-66.2454,14.636,1032.65,32.463,0.184911,9.9,32.47993148
2024-04-01 00:00:00,,,,,,,,,,1.38193,-66.8908,13.963,965.598,34.0893,0.184462,9.9,28.20396167
2024-04-01 00:30:00,,,,,,,,,,1.38121,-72.2413,14.178,939.887,37.0124,0.18465,9.9,31.60137813
2024-04-01 01:00:00,,,,,,,,,,1.39547,-69.022,13.478,800.284,43.9005,0.184188,9.9,47.28782763
2024-04-01 01:30:00,,,,,,,,,,1.37311,-64.9643,12.385,664.719,49.8498,0.184211,9.9,40.81071837
2024-04-01 02:00:00,,,,,,,,,,1.37363,-64.3173,11.444,608.734,51.5628,0.184796,9.9,25.246501
2024-04-01 02:30:00,,,,,,,,,,1.38631,-66.9876,10.999,712.225,41.55,0.184222,9.9,15.3022839
2024-04-01 03:00:00,,,,,,,,,,1.37978,-65.6676,10.081,663.988,42.0713,0.184217,9.9,13.37834385
2024-04-01 03:30:00,,,,,,,,,,1.37287,-64.1486,9.175,602.155,44.1372,0.183992,9.9,12.11085938
2024-04-01 04:00:00,,,,,,,,,,1.3907,-61.1118,8.365,534.533,47.4728,0.184572,9.9,14.08451462
2024-04-01 04:30:00,,,,,,,,,,1.37053,-58.2341,7.534,463.895,52.0853,0.184207,9.9,18.11690333
2024-04-01 05:00:00,,,,,,,,,,1.3836,-58.3317,7.345,453.249,52.3656,0.184458,9.9,17.76711284
2024-04-01 05:30:00,,,,,,,,,,1.36967,-58.5668,7.274,460.348,51.5864,0.184226,9.9,16.91355486
2024-04-01 06:00:00,,,,,,,,,,1.45489,-57.9627,7.116,450.608,52.1329,0.184735,9.9,15.03968261
2024-04-01 06:30:00,,,,,,,,,,10.415,-50.1047,7.343,484.934,49.1672,0.184455,9.9,17.7783561
2024-04-01 07:00:00,,,,,,,,,,37.1378,-22.3122,7.583,544.273,44.4008,0.184245,9.9,14.00201096
2024-04-01 07:30:00,,,,,,,,,,73.9251,14.3284,8.063,600.705,40.9445,0.184571,9.867,23.45957273
2024-04-01 08:00:00,,,,,,,,,,110.04,72.6855,8.937,679.98,38.4512,0.184786,9.803,23.04281
2024-04-01 08:30:00,,,,,,,,,,128.686,99.5427,9.342,769.811,34.5504,0.184404,9.8,23.04281
2024-04-01 09:00:00,,,,,,,,,,140.36,121.503,9.498,801.856,32.6551,0.184263,9.8,15.7854375
2024-04-01 09:30:00,,,,,,,,,,144.242,123.788,9.936,860.834,29.9943,0.184926,9.8,15.7854375
2024-04-01 10:00:00,,,,,,,,,,136.065,113.201,10.085,877.265,28.9678,0.184789,9.8,15.31765
2024-04-01 10:30:00,,,,,,,,,,151.373,127.281,10.123,882.87,29.0079,0.183992,9.77,12.96795
2024-04-01 11:00:00,,,,,,,,,,171.332,146.11,10.533,919.773,27.6979,0.184333,9.7,12.24633
2024-04-01 11:30:00,,,,,,,,,,184.062,157.091,10.696,981.418,24.4704,0.184045,9.7,14.8834125
2024-04-01 12:00:00,,,,,,,,,,209.691,183.674,10.992,1022.13,22.9583,0.184507,9.7,12.77856
2024-04-01 12:30:00,,,,,,,,,,308.158,287.294,11.144,1030.56,22.6439,0.184218,9.7,6.487772222
2024-04-01 13:00:00,,,,,,,,,,416.418,390.195,11.972,1097.79,22.1516,0.18395,9.7,1.698
2024-04-01 13:30:00,,,,,,,,,,440.37,417.382,12.31,1106.39,22.7318,0.184295,9.7,4.33535
2024-04-01 14:00:00,,,,,,,,,,289.578,262.872,12.119,1059.52,24.327,0.184063,9.7,10.06861875
2024-04-01 14:30:00,,,,,,,,,,295.091,263.917,12.254,1063.61,24.811,0.184575,9.7,16.26674167
2024-04-01 15:00:00,,,,,,,,,,230.594,200.679,12.3,1057.86,25.1662,0.184358,9.7,13.15221429
2024-04-01 15:30:00,,,,,,,,,,201.747,170.132,12.651,1082.52,24.876,0.183622,9.7,14.44018333
2024-04-01 16:00:00,,,,,,,,,,130.703,106.134,12.618,1083.14,24.309,0.184465,9.7,16.30030833
2024-04-01 16:30:00,,,,,,,,,,88.0867,65.9285,12.501,1052.84,24.9856,0.184343,9.7,17.49225714
2024-04-01 17:00:00,,,,,,,,,,76.4431,53.1932,12.518,1050.85,25.2382,0.184311,9.7,15.810545
2024-04-01 17:30:00,,,,,,,,,,47.4036,25.9342,12.61,1051.7,25.4468,0.184346,9.7,17.78055755
2024-04-01 18:00:00,,,,,,,,,,20.8384,0.574077,12.421,1040.03,25.1166,0.184333,9.7,17.67095306
2024-04-01 18:30:00,,,,,,,,,,7.67789,-12.619,12.092,1010.65,25.6406,0.184792,9.7,17.50510714
2024-04-01 19:00:00,,,,,,,,,,1.64777,-17.6938,11.748,978.072,26.0742,0.184743,9.7,16.58220816
