record_time,rg,rn,ta,vpd,swc,ts,rh
2023-01-01 00:00:00,1.04542,-70.9504,-0.445,431.125,0.169903,2.2,21.2869
2023-01-01 00:30:00,1.0486,-70.858,0.158,449.473,0.169583,2.2,20.5899
2023-01-01 01:00:00,1.04583,-69.7698,-1.692,378.912,0.169483,2.2,24.7565
2023-01-01 01:30:00,1.03936,-70.7386,-2.385,356.947,0.170115,2.2,25.8576
2023-01-01 02:00:00,1.05178,-67.4305,-0.781,413.865,0.169897,2.2,22.0081
2023-01-01 02:30:00,1.04828,-70.1209,-1.2,400.046,0.169726,2.293,22.868
2023-01-01 03:00:00,1.04245,-70.7945,-1.409,385.694,0.170256,2.3,23.9895
2023-01-01 03:30:00,1.04589,-71.4578,-1.023,399.152,0.169847,2.3,23.4772
2023-01-01 04:00:00,1.05231,-70.8968,-1.35,388.196,0.169931,2.3,23.9667
2023-01-01 04:30:00,1.04225,-69.2329,-1.873,368.699,0.169709,2.3,24.9332
2023-01-01 05:00:00,1.0475,-69.6592,-2.444,352.774,0.169587,2.3,25.6739
2023-01-01 05:30:00,1.05207,-69.073,-2.28,356.896,0.169786,2.3,25.2668
2023-01-01 06:00:00,1.05498,-69.1752,-2.721,344.34,0.169633,2.3,25.9844
2023-01-01 06:30:00,1.03952,-67.7011,-2.863,337.94,0.169983,2.3,26.3615
2023-01-01 07:00:00,1.05754,-67.8423,-3.08,331.045,0.17006,2.3,26.8465
2023-01-01 07:30:00,1.06787,-66.9825,-3.178,325.933,0.170212,2.24,27.281
2023-01-01 08:00:00,7.28748,-62.6034,-3.192,327.552,0.169697,2.2,27.0559
2023-01-01 08:30:00,27.5275,-47.3535,-3.376,321.652,0.170022,2.2,27.6492
2023-01-01 09:00:00,47.9309,-32.5326,-3.573,316.538,0.170189,2.2,28.4698
2023-01-01 09:30:00,145.032,94.9908,-2.485,366.835,0.170156,2.2,25.5544
2023-01-01 10:00:00,225.49,166.879,-1.22,405.627,0.169345,2.2,24.3593
2023-01-01 10:30:00,286.203,221.314,-0.689,442.031,0.169428,2.2,24.1561
2023-01-01 11:00:00,331.55,265.655,-0.468,464.061,0.16951,2.2,22.9749
2023-01-01 11:30:00,373.567,303.162,0.058,480.877,0.169744,2.2,22.2976
2023-01-01 12:00:00,389.186,317.763,0.685,502.202,0.169876,2.2,21.3011
2023-01-01 12:30:00,427.097,343.649,1.238,538.728,0.169977,2.2,19.7422
2023-01-01 13:00:00,412.905,312.373,1.881,582.128,0.169669,2.2,18.9046
2023-01-01 13:30:00,397.457,285.685,2.482,594.525,0.169163,2.2,18.3505
2023-01-01 14:00:00,351.975,238.38,2.495,596.427,0.169674,2.2,18.0532
2023-01-01 14:30:00,321.462,212.201,2.703,604.544,0.169258,2.2,17.7288
2023-01-01 15:00:00,276.526,165.017,3.011,595.149,0.169204,2.2,17.9267
2023-01-01 15:30:00,209.755,98.9768,3.24,605.297,0.169974,2.2,17.542
2023-01-01 16:00:00,144.802,42.1446,3.129,597.526,0.169444,2.2,17.6965
2023-01-01 16:30:00,64.3604,-30.7726,2.788,578.096,0.169769,2.2,18.1878
2023-01-01 17:00:00,15.1578,-70.076,2.015,527.215,0.169887,2.2,19.6156
2023-01-01 17:30:00,1.4453,-72.4819,1.235,488.711,0.169867,2.293,20.7215
2023-01-01 18:00:00,1.06948,-70.9011,1.551,498.788,0.170424,2.3,20.4172
2023-01-01 18:30:00,1.05303,-69.4428,0.606,458.921,0.169946,2.3,21.9765
2023-01-01 19:00:00,1.05605,-70.3683,-0.075,430.875,0.170025,2.3,23.308
2023-01-01 19:30:00,1.04618,-70.7765,-0.332,420.808,0.169967,2.3,23.7353
2023-01-01 20:00:00,1.05798,-71.3815,-0.728,406.58,0.169725,2.3,24.3871
2023-01-01 20:30:00,1.05206,-71.6552,-0.388,420.538,0.169829,2.3,23.6748
2023-01-01 21:00:00,1.05678,-71.3706,0.108,436.612,0.169492,2.3,23.2211
2023-01-01 21:30:00,1.04772,-73.3652,0.342,436.626,0.170133,2.3,24.9157
2023-01-01 22:00:00,1.06086,-74.8285,0.463,434.048,0.170282,2.3,25.5299
2023-01-01 22:30:00,1.07251,-77.5743,0.336,438.258,0.169858,2.3,24.5825
2023-01-01 23:00:00,1.0629,-76.3561,0.218,436.474,0.17004,2.3,23.5946
2023-01-01 23:30:00,1.06607,-71.5071,-0.693,403.622,0.170119,2.3,24.9083
2023-01-02 00:00:00,1.05901,-70.0113,-1.353,377.92,0.170041,2.3,26.6349
2023-01-02 00:30:00,1.05852,-70.3095,-1.286,377.42,0.170364,2.3,26.8736
2023-01-02 01:00:00,1.05429,-73.1882,-1.216,382.197,0.169718,2.3,26.6146
2023-01-02 01:30:00,1.05111,-74.8309,-1.428,377.01,0.16996,2.3,26.3051
2023-01-02 02:00:00,1.05335,-76.8537,-1.238,387.471,0.170309,2.3,25.3657
2023-01-02 02:30:00,1.06473,-77.9784,-1.357,384.588,0.169537,2.3,25.4139
2023-01-02 03:00:00,1.08393,-78.1165,-1.662,371.982,0.170001,2.3,26.1032
2023-01-02 03:30:00,1.0841,-78.2848,-1.974,359.37,0.170188,2.3,26.9343
2023-01-02 04:00:00,1.09128,-78.3519,-2.248,354.691,0.170057,2.3,26.6351
2023-01-02 04:30:00,1.08704,-78.9762,-2.451,350.856,0.169649,2.3,26.2873
2023-01-02 05:00:00,1.07186,-79.1622,-2.636,340.951,0.170154,2.3,27.4271
2023-01-02 05:30:00,1.08358,-79.036,-2.914,330.368,0.170405,2.3,28.2088
2023-01-02 06:00:00,1.07232,-78.5849,-3.21,319.132,0.17026,2.3,28.9384
2023-01-02 06:30:00,1.07128,-79.1451,-3.259,314.462,0.169687,2.3,29.9283
2023-01-02 07:00:00,1.04011,-80.6522,-3.018,321.495,0.17001,2.3,29.71
2023-01-02 07:30:00,1.07822,-81.3465,-2.965,323.059,0.170317,2.3,29.4546
2023-01-02 08:00:00,7.05967,-78.3713,-3.094,319.881,0.170108,2.3,29.5866
2023-01-02 08:30:00,23.8351,-66.2545,-3.105,322.01,0.169748,2.3,29.35
2023-01-02 09:00:00,38.5662,-54.8233,-3.098,323.528,0.169555,2.3,29.2053
2023-01-02 09:30:00,160.382,102.063,-2.77,350.59,0.169262,2.3,27.5481
2023-01-02 10:00:00,251.079,188.529,-2.105,380.662,0.169752,2.3,25.9529
2023-01-02 10:30:00,310.009,243.132,-1.513,402.986,0.169438,2.3,24.8374
2023-01-02 11:00:00,357.088,288.171,-1.294,413.856,0.169685,2.3,24.2085
2023-01-02 11:30:00,398.908,323.296,-0.507,452.348,0.169902,2.3,22.4721
2023-01-02 12:00:00,407.864,334.75,0.037,472.216,0.169829,2.3,21.4215
2023-01-02 12:30:00,438.033,350.831,0.616,511.635,0.169673,2.3,19.9694
2023-01-02 13:00:00,442.108,338.893,1.097,542.015,0.169512,2.3,18.3663
2023-01-02 13:30:00,425.108,310.254,1.363,551.956,0.16996,2.3,17.8684
2023-01-02 14:00:00,385.047,262.908,1.646,565.594,0.169688,2.3,17.1533
2023-01-02 14:30:00,331.476,209.031,1.887,583.269,0.169419,2.3,15.6645
2023-01-02 15:00:00,290.534,162.431,2.46,589.065,0.170042,2.3,14.4978
2023-01-02 15:30:00,229.471,101.152,2.701,609.544,0.169808,2.3,13.309
2023-01-02 16:00:00,152.252,26.2104,3.067,624.139,0.169606,2.3,12.3524
2023-01-02 16:30:00,80.0149,-36.1543,3.044,629.849,0.169844,2.3,11.5893
2023-01-02 17:00:00,18.6497,-80.3365,1.027,515.826,0.169803,2.3,15.9459
2023-01-02 17:30:00,1.7407,-82.2751,-1.075,421.842,0.169551,2.3,18.5029
2023-01-02 18:00:00,1.05198,-80.8453,-1.865,400.816,0.169755,2.3,18.5129
2023-01-02 18:30:00,1.04708,-79.7735,-1.961,396.604,0.170291,2.3,18.1918
2023-01-02 19:00:00,1.0429,-79.2344,-2.434,381.815,0.169369,2.3,18.9616
2023-01-02 19:30:00,1.04289,-78.1346,-3.029,356.39,0.169891,2.36,21.2316
2023-01-02 20:00:00,1.04891,-78.2971,-2.771,366.101,0.170155,2.4,20.5985
2023-01-02 20:30:00,1.0603,-76.1459,-2.763,368.147,0.169871,2.4,20.3516
2023-01-02 21:00:00,1.04322,-74.5235,-2.686,365.495,0.169943,2.4,20.8526
2023-01-02 21:30:00,1.05531,-73.8361,-3.17,349.594,0.170346,2.4,21.6233
2023-01-02 22:00:00,1.03707,-74.7992,-3.246,350.247,0.170084,2.4,21.2766
2023-01-02 22:30:00,1.0385,-72.831,-3.563,340.627,0.170187,2.4,21.6427
2023-01-02 23:00:00,1.05539,-72.4945,-3.148,354.355,0.170098,2.4,20.6908
2023-01-02 23:30:00,1.04524,-70.8708,-3.407,346.101,0.170182,2.4,21.2517
2023-01-03 00:00:00,1.05377,-71.1855,-3.252,353.514,0.170178,2.4,21.0709
2023-01-03 00:30:00,1.04251,-72.8305,-2.713,366.906,0.169594,2.4,20.0834
2023-01-03 01:00:00,1.03125,-71.3471,-3.504,342.878,0.169841,2.4,21.0795
2023-01-03 01:30:00,1.04792,-70.5875,-3.819,337.333,0.169398,2.4,20.9989
2023-01-03 02:00:00,1.03982,-70.6236,-3.546,338.5,0.169904,2.4,21.6655
2023-01-03 02:30:00,1.04406,-68.4393,-5.397,284.403,0.169809,2.4,26.4358
2023-01-03 03:00:00,1.04723,-68.2277,-4.827,302.362,0.170285,2.4,23.8126
2023-01-03 03:30:00,1.03556,-68.816,-3.876,325.29,0.170028,2.34,23.0486
2023-01-03 04:00:00,1.04417,-66.1042,-5.337,289.832,0.170367,2.3,25.2412
2023-01-03 04:30:00,1.04422,-66.4076,-5.231,285.342,0.170251,2.3,26.0112
2023-01-03 05:00:00,1.05332,-62.8697,-6.496,252.754,0.169773,2.3,28.8408
2023-01-03 05:30:00,1.06,-64.5464,-5.759,268.725,0.170239,2.3,27.341
2023-01-03 06:00:00,1.03567,-64.9085,-5.792,271.423,0.170314,2.3,27.0116
2023-01-03 06:30:00,1.03735,-64.7567,-5.808,270.224,0.170226,2.3,26.9929
2023-01-03 07:00:00,1.04033,-63.8811,-6.065,261.198,0.170323,2.3,27.9658
2023-01-03 07:30:00,1.04533,-64.3374,-6.322,254.318,0.169798,2.3,28.6285
2023-01-03 08:00:00,7.06014,-59.5338,-6.382,253.299,0.170005,2.3,28.7055
2023-01-03 08:30:00,27.2155,-42.9483,-6.17,260.367,0.170045,2.3,28.1666
2023-01-03 09:00:00,17.137819999999998,-51.24105,-6.276,256.833,0.17002499999999998,2.3,28.43605
2023-01-03 09:30:00,135.18113333333335,61.61631666666667,-3.1268333333333334,340.0238333333333,0.16963333333333333,2.3,27.51005
2023-01-03 10:00:00,223.42484000000002,153.41434,-2.156,374.32439999999997,0.1695384,2.3,26.35044
2023-01-03 10:30:00,295.4932,229.0382,-1.6378,400.0884,0.1696078,2.3,25.003800000000002
2023-01-03 11:00:00,344.9896,275.5756,-1.0764,424.4136,0.1697212,2.3,23.778480000000002
2023-01-03 11:30:00,382.3804,308.036,-0.5322,450.6082,0.1697054,2.3,22.581780000000002
2023-01-03 12:00:00,408.8002,327.1882,-0.01020000000000002,478.414,0.1697202,2.3,21.28756
2023-01-03 12:30:00,422.4042,331.6048,0.5212,506.034,0.1697752,2.3,20.01954
2023-01-03 13:00:00,419.632,319.5272,0.9518,528.6832,0.1697324,2.3,18.95578
2023-01-03 13:30:00,404.3544,294.3834,1.3218,550.8938,0.1696504,2.3,17.804380000000002
2023-01-03 14:00:00,374.8546,256.7034,1.6905999999999999,566.3798,0.1697242,2.3,16.71006
2023-01-03 14:30:00,332.3272,209.1552,2.0114,579.8856000000001,0.1697834,2.3,15.6986
2023-01-03 15:00:00,277.75600000000003,152.34648,2.3522,594.3222000000001,0.1697126,2.3,14.5954
2023-01-03 15:30:00,216.74958,92.53402,2.6318,607.1732000000001,0.1697438,2.3,13.4826
2023-01-03 16:00:00,154.18432,34.660520000000005,2.4598,593.6846,0.1698206,2.3,13.538879999999999
2023-01-03 16:30:00,96.42566000000001,-14.2807,1.7528000000000001,560.24,0.1697224,2.3,14.3399
2023-01-03 17:00:00,50.741856,-50.68016,0.8396,518.4944,0.1697118,2.3,15.38068
2023-01-03 17:30:00,20.500871999999998,-71.87693999999999,-0.166,472.9874,0.1698488,2.3,16.54856
2023-01-03 18:00:00,4.706472,-80.49296,-1.2616,423.3806,0.1697538,2.3,18.02302
2023-01-03 18:30:00,1.1851099999999999,-80.05257999999999,-2.0728,391.4934,0.1697714,2.312,19.08016
2023-01-03 19:00:00,1.046752,-79.25698,-2.412,380.3452,0.1698922,2.332,19.49928
2023-01-03 19:30:00,1.048416,-78.3171,-2.5916,373.8114,0.1699154,2.352,19.86702
2023-01-03 20:00:00,1.047644,-77.2671,-2.7366,367.5896,0.1698458,2.372,20.39918
2023-01-03 20:30:00,1.0501260000000001,-76.18744,-2.8838,361.1454,0.1700412,2.392,20.93152
2023-01-03 21:00:00,1.048962,-75.52036,-2.9272,359.9168,0.1700798,2.4,20.94052
2023-01-03 21:30:00,1.04688,-74.42714,-3.0856,354.822,0.1700862,2.4,21.14936
2023-01-03 22:00:00,1.045898,-73.69686,-3.1626,352.0636,0.1701316,2.4,21.2172
2023-01-03 22:30:00,1.046302,-72.96632,-3.3068,348.1848,0.1701794,2.4,21.29702
2023-01-03 23:00:00,1.045994,-72.4362,-3.3232,348.9688,0.1701458,2.4,21.18654
2023-01-03 23:30:00,1.047082,-72.04246,-3.2166,352.30060000000003,0.1700478,2.4,20.9479
2023-01-04 00:00:00,1.0456320000000001,-71.74568000000001,-3.2048,352.7508,0.1699786,2.4,20.83526
2023-01-04 00:30:00,1.044138,-71.36428000000001,-3.339,349.3464,0.1698386,2.4,20.89688
2023-01-04 01:00:00,1.043054,-71.31484,-3.3668,347.82620000000003,0.169783,2.4,20.97964
2023-01-04 01:30:00,1.041112,-70.7656,-3.7958,334.004,0.1697092,2.4,22.05262
2023-01-04 02:00:00,1.042056,-69.84504,-4.2186,321.09520000000003,0.16984739999999998,2.4,22.79846
2023-01-04 02:30:00,1.042918,-69.33882,-4.293,317.5776,0.1698848,2.388,23.19228
2023-01-04 03:00:00,1.042168,-68.44216,-4.5966,308.0774,0.1700786,2.368,24.04074
2023-01-04 03:30:00,1.043048,-67.59896,-4.9336,297.4458,0.170148,2.348,24.90988
2023-01-04 04:00:00,1.0449,-66.48504,-5.1533999999999995,291.116,0.1701408,2.328,25.39088
2023-01-04 04:30:00,1.047454,-65.74878000000001,-5.3398,284.3886,0.1701316,2.308,26.09656
2023-01-04 05:00:00,1.047476,-64.96728,-5.723,273.6152,0.1701888,2.3,26.88916
2023-01-04 05:30:00,1.046112,-64.69778,-5.8172,269.6936,0.1701606,2.3,27.2395
2023-01-04 06:00:00,1.045334,-64.19248,-5.984,264.8648,0.170175,2.3,27.63042
2023-01-04 06:30:00,1.043736,-64.48602,-5.9492,265.1776,0.17018,2.3,27.58796
2023-01-04 07:00:00,2.243764,-63.4835,-6.0738,262.0924,0.17013319999999998,2.3,27.86086
2023-01-04 07:30:00,7.47973,-59.09146,-6.1494,259.8812,0.1700794,2.3,28.09186
2023-01-04 08:00:00,9.090325,-57.67515,-6.23475,257.2955,0.17004275,2.3,28.3666
2023-01-04 08:30:00,11.773656666666666,-55.606500000000004,-6.291333333333333,255.9946666666667,0.16994933333333334,2.3,28.5002
2023-01-04 09:00:00,17.137819999999998,-51.24105,-6.276,256.833,0.17002499999999998,2.3,28.43605
2023-01-04 09:30:00,130.5526909090909,64.13602545454546,-1.6212727272727272,372.9952727272727,0.16970436363636363,2.3,29.50419090909091
2023-01-04 10:00:00,201.44892000000002,137.213098,-0.28440000000000004,431.3966,0.1696606,2.3,27.16069
2023-01-04 10:30:00,266.5851,203.591,0.5462,480.8401,0.1696278,2.3,25.19962
2023-01-04 11:00:00,316.5632,250.4886,1.4324999999999999,529.5294,0.1696947,2.3,23.06985
2023-01-04 11:30:00,356.3703,285.3026,2.3255,582.0276,0.1696595,2.3,20.51324
2023-01-04 12:00:00,385.203,307.1867,3.0206999999999997,625.0034,0.1696751,2.3,18.63691
2023-01-04 12:30:00,400.3676,313.7513,3.5394,654.4697,0.1697353,2.3,17.5897
2023-01-04 13:00:00,400.2955,304.8447,3.8748,673.2965,0.1697574,2.3,16.94068
2023-01-04 13:30:00,383.9119,280.7845,4.1960999999999995,694.3709,0.1697218,2.3,16.14138
2023-01-04 14:00:00,354.1614,246.6608,4.5071,709.9599000000001,0.169777,2.3,15.37655
2023-01-04 14:30:00,311.3902,204.04670000000002,4.7953,724.9115,0.1698418,2.3,14.590860000000001
2023-01-04 15:00:00,257.15160000000003,151.54033,5.0424999999999995,736.9412,0.1697716,2.3093,13.77173
2023-01-04 15:30:00,196.8385,95.14171,5.1975999999999996,742.9217,0.1697601,2.3192999999999997,13.06587
2023-01-04 16:00:00,139.23255,41.402370000000005,5.0334,727.1418,0.1697883,2.3293,13.14923
2023-01-04 16:30:00,86.086912,-6.88696,4.5666,699.8513,0.169761,2.3392999999999997,13.63456
2023-01-04 17:00:00,44.783184,-43.94281,3.8275,658.2542,0.1697454,2.3552999999999997,14.47174
2023-01-04 17:30:00,18.511171,-65.26261,3.0912,617.5623,0.1698271,2.3659999999999997,15.33897
2023-01-04 18:00:00,4.694419,-74.65249,2.2172,570.8633,0.1698094,2.376,16.46002
2023-01-04 18:30:00,1.308034,-75.64358,1.6458,545.5009,0.1698749,2.392,17.01214
2023-01-04 19:00:00,1.14297,-75.48094999999999,1.3667,534.6623,0.1699407,2.4213,17.12668
2023-01-04 19:30:00,1.143581,-76.22704999999999,1.3359999999999999,536.0722,0.1699882,2.4453,16.97503
2023-01-04 20:00:00,1.143335,-76.48952,1.2206,532.3639000000001,0.1700062,2.4653,17.017970000000002
2023-01-04 20:30:00,1.142419,-77.07524000000001,1.2129,534.5056,0.17011199999999999,2.4853,16.92889
2023-01-04 21:00:00,1.141591,-77.31706,1.1642000000000001,534.0031,0.1701138,2.4993,16.70996
2023-01-04 21:30:00,1.141618,-76.21144,0.6162000000000001,507.36469999999997,0.1700833,2.5093,17.62369
2023-01-04 22:00:00,1.1415790000000001,-75.06127000000001,0.06870000000000008,480.20820000000003,0.1700637,2.5193,18.40061
2023-01-04 22:30:00,1.141211,-73.98808,-0.47659999999999997,454.9391,0.1700545,2.5293,19.13835
2023-01-04 23:00:00,1.1430572727272728,-70.47557272727272,-0.7208181818181818,432.2609090909091,0.1700480909090909,2.526,21.2413
2023-01-04 23:30:00,1.15267,-50.52695,-0.9395,306.3465,0.170062,2.3964999999999996,43.1281
2023-01-05 00:00:00,1.1511366666666667,-53.17953333333333,-1.2436666666666667,293.74,0.17007933333333333,2.3976666666666664,44.124066666666664
2023-01-05 00:30:00,1.1529924999999999,-51.88025,-1.37,289.58375,0.170111,2.39825,44.3708
2023-01-05 01:00:00,1.153308,-51.32122,-1.4616,288.8054,0.1700852,2.3986,44.212939999999996
2023-01-05 01:30:00,1.152214,-53.155,-1.6946,282.1414,0.170065,2.4,44.37572
2023-01-05 02:00:00,1.152742,-54.0169,-1.6344,285.5406,0.1700392,2.4,43.83088
2023-01-05 02:30:00,1.155424,-54.596579999999996,-1.499,292.3768,0.1700532,2.4,42.97632
2023-01-05 03:00:00,1.152778,-56.97314,-1.6980000000000002,288.3928,0.1700172,2.4,42.9894
2023-01-05 03:30:00,1.15385,-59.7167,-1.7148,289.7932,0.1700084,2.388,42.48006
2023-01-05 04:00:00,1.156102,-61.8839,-1.613,297.2402,0.1699792,2.3746,41.352759999999996
2023-01-05 04:30:00,1.158056,-62.13984,-1.4616,312.299,0.1699714,2.3546,39.32508
2023-01-05 05:00:00,1.157622,-64.31864,-0.4958,367.3866,0.1699126,2.3346,35.13494
2023-01-05 05:30:00,1.159088,-66.81832,0.8522,436.7742,0.1698656,2.3146,29.991239999999998
2023-01-05 06:00:00,1.159692,-66.85672,0.9666,444.7826,0.1699612,2.3066,28.9467
2023-01-05 06:30:00,1.161044,-67.30454,0.8768,443.0458,0.1700122,2.3,28.95554
2023-01-05 07:00:00,2.137286,-66.42474,0.44139999999999996,424.021,0.1701128,2.3,30.7034
2023-01-05 07:30:00,7.162384,-59.106500000000004,-0.7754000000000001,368.4794,0.1700836,2.3,34.25338
2023-01-05 08:00:00,17.808652,-46.566324,-1.4564000000000001,332.491,0.1701832,2.3,35.964
2023-01-05 08:30:00,40.750462,-20.902943999999998,-1.1386,349.3962,0.17002899999999999,2.3,34.8996
2023-01-05 09:00:00,77.266646,18.419596000000002,-0.8284,363.8138,0.1699476,2.3,34.61954
2023-01-05 09:30:00,124.99856,67.159676,0.18539999999999995,412.561,0.16978959999999998,2.3,31.89716
2023-01-05 10:00:00,179.47299999999998,121.011856,1.5872,488.4688,0.16978279999999998,2.3,27.97094
2023-01-05 10:30:00,237.677,178.1438,2.7302,561.5918,0.1696478,2.3,25.39544
2023-01-05 11:00:00,288.1368,225.4016,3.9414,634.6452,0.1696682,2.3,22.36122
2023-01-05 11:30:00,330.36019999999996,262.5692,5.183199999999999,713.447,0.1696136,2.3,18.4447
2023-01-05 12:00:00,361.6058,287.1852,6.0516,771.5928,0.16963,2.3,15.98626
2023-01-05 12:30:00,378.331,295.8978,6.5576,802.9054,0.1696954,2.3,15.15986
2023-01-05 13:00:00,380.959,290.1622,6.7978,817.9098,0.1697824,2.3,14.92558
2023-01-05 13:30:00,363.4694,267.1856,7.0704,837.848,0.1697932,2.3,14.47838
2023-01-05 14:00:00,333.4682,236.6182,7.3236,853.54,0.1698298,2.3,14.04304
2023-01-05 14:30:00,290.4532,198.9382,7.5792,869.9374,0.1699002,2.3,13.48312
2023-01-05 15:00:00,236.5472,150.73418,7.7328,879.5602,0.1698306,2.3186,12.94806
2023-01-05 15:30:00,176.92742,97.74940000000001,7.7634,878.6702,0.1697764,2.3386,12.649140000000001
2023-01-05 16:00:00,124.28078000000001,48.14422,7.607,860.599,0.169756,2.3586,12.75958
2023-01-05 16:30:00,75.748164,0.5067799999999991,7.3804,839.4626000000001,0.1697996,2.3786,12.92922
2023-01-05 17:00:00,38.824512,-37.20546,6.8154,798.014,0.169779,2.4106,13.5628
2023-01-05 17:30:00,16.52147,-58.64828,6.3484,762.1372,0.1698054,2.432,14.12938
2023-01-05 18:00:00,4.682366,-68.81202,5.696,718.346,0.169865,2.452,14.89702
2023-01-05 18:30:00,1.430958,-71.23458,5.3644,699.5084,0.1699784,2.472,14.94412
2023-01-05 19:00:00,1.239188,-71.70492,5.1453999999999995,688.9794,0.1699892,2.5106,14.75408
2023-01-05 19:30:00,1.238746,-74.137,5.263599999999999,698.333,0.170061,2.5386,14.08304
2023-01-05 20:00:00,1.239026,-75.71194,5.1777999999999995,697.1382,0.1701666,2.5586,13.63676
2023-01-05 20:30:00,1.234712,-77.96304,5.3096,707.8658,0.1701828,2.5786000000000002,12.92626
2023-01-05 21:00:00,1.23422,-79.11376,5.2556,708.0894,0.1701478,2.5986000000000002,12.4794
2023-01-05 21:30:00,1.236356,-77.99574,4.3180000000000005,659.9074,0.1700804,2.6186000000000003,14.09802
2023-01-05 22:00:00,1.23726,-76.42568,3.3000000000000003,608.3528,0.1699958,2.6386000000000003,15.584019999999999
2023-01-05 22:30:00,1.23612,-75.00984,2.3536,561.6934,0.16992960000000001,2.6586000000000003,16.97968
2023-01-05 23:00:00,1.2239433333333334,-68.84171666666667,1.4478333333333333,501.671,0.16996666666666665,2.6310000000000002,21.286933333333334
2023-01-05 23:30:00,1.15267,-50.52695,-0.9395,306.3465,0.170062,2.3964999999999996,43.1281
2023-01-06 00:00:00,1.15553,-43.6547,-0.228,333.816,0.170054,2.393,40.9715
2023-01-06 00:30:00,1.14981,-57.3992,-1.651,278.877,0.17007,2.4,45.2847
2023-01-06 01:00:00,1.14807,-58.4847,-1.852,268.527,0.170114,2.4,46.116
2023-01-06 01:30:00,1.15856,-47.9824,-1.749,277.115,0.170206,2.4,45.111
2023-01-06 02:00:00,1.15457,-49.0851,-1.828,285.692,0.169982,2.4,43.5815
2023-01-06 02:30:00,1.15006,-52.8236,-1.393,300.496,0.169953,2.4,41.7854
2023-01-06 03:00:00,1.15245,-61.7087,-1.35,295.873,0.169941,2.4,42.5605
2023-01-06 03:30:00,1.16148,-61.3831,-1.175,302.708,0.170184,2.4,41.8432
2023-01-06 04:00:00,1.14533,-59.8652,-2.744,257.195,0.170026,2.4,45.1764
2023-01-06 04:30:00,1.15993,-62.8029,-1.912,292.694,0.169938,2.34,41.0348
2023-01-06 05:00:00,1.16132,-63.6596,-0.884,337.731,0.169807,2.333,36.1489
2023-01-06 05:30:00,1.16222,-62.9884,-0.593,371.167,0.169902,2.3,32.4221
2023-01-06 06:00:00,1.15931,-72.2771,3.654,578.146,0.16989,2.3,20.8925
2023-01-06 06:30:00,1.15266,-72.3636,3.996,604.133,0.169791,2.3,19.4579
2023-01-06 07:00:00,1.16295,-62.9949,-1.34,332.736,0.170416,2.3,35.8121
2023-01-06 07:30:00,1.16808,-65.8987,-1.333,329.047,0.170062,2.3,36.1931
2023-01-06 08:00:00,6.04343,-58.5894,-2.77,276.043,0.170405,2.3,41.1614
2023-01-06 08:30:00,26.2848,-35.6859,-2.43,300.438,0.169744,2.3,38.6424
2023-01-06 09:00:00,54.384,-9.66272,0.591,424.191,0.170289,2.3,28.011
2023-01-06 09:30:00,115.872,65.322,0.249,417.262,0.169645,2.3,30.4901
2023-01-06 10:00:00,183.749,130.714,0.218,401.135,0.169655,2.3,34.7928
2023-01-06 10:30:00,244.703,185.111,2.299,519.779,0.169615,2.3,27.5495
2023-01-06 11:00:00,298.657,233.575,4.579,679.977,0.16971,2.3,19.0113
2023-01-06 11:30:00,345.404,275.997,6.306,789.806,0.169614,2.3,15.1335
2023-01-06 12:00:00,368.171,301.611,6.305,782.529,0.169747,2.3,15.319
2023-01-06 12:30:00,394.866,316.552,6.427,795.144,0.169382,2.3,15.2102
2023-01-06 13:00:00,400.931,308.191,6.641,810.508,0.169697,2.3,15.2573
2023-01-06 13:30:00,382.283,277.138,7.109,836.54,0.170037,2.3,14.8793
2023-01-06 14:00:00,358.544,247.319,7.507,864.828,0.170049,2.3,13.9621
2023-01-06 14:30:00,280.723,186.728,7.668,882.22,0.169801,2.3,13.083
2023-01-06 15:00:00,244.86,163.715,7.693,873.604,0.169565,2.3,13.0335
2023-01-06 15:30:00,185.856,119.791,7.919,892.495,0.170049,2.3,12.4577
2023-01-06 16:00:00,112.753,36.1179,7.877,884.654,0.169689,2.393,12.204
2023-01-06 16:30:00,60.4451,-17.6049,7.66,860.378,0.169778,2.4,12.4675
2023-01-06 17:00:00,17.4898,-61.2979,6.886,791.864,0.169699,2.4,13.6352
2023-01-06 17:30:00,2.19692,-74.4722,6.56,767.922,0.169783,2.4,13.8817
2023-01-06 18:00:00,1.23774,-68.7702,5.094,685.252,0.169946,2.46,15.6256
2023-01-06 18:30:00,1.23779,-71.0962,5.542,705.27,0.169821,2.5,15.0369
2023-01-06 19:00:00,1.24958,-68.4236,4.398,641.422,0.170076,2.5,16.3057
2023-01-06 19:30:00,1.23276,-73.4107,5.228,697.676,0.170266,2.5,13.8707
2023-01-06 20:00:00,1.23807,-76.8239,5.465,715.277,0.169837,2.593,12.9315
2023-01-06 20:30:00,1.23553,-80.9306,5.685,732.02,0.170305,2.6,12.2704
2023-01-06 21:00:00,1.23919,-78.9709,5.113,699.296,0.170349,2.6,12.8055
2023-01-06 21:30:00,1.22801,-79.6791,5.057,695.06,0.170157,2.6,12.7532
2023-01-06 22:00:00,1.2303,-79.1643,4.958,698.794,0.170091,2.6,11.6364
2023-01-06 22:30:00,1.24875,-71.2338,0.777,474.367,0.1695,2.693,21.0246
